row_key,district_name,crime_head,month,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,std_6,std_12,accel_3_12,accel_1_12,head_state_lag_1,head_state_roll_3,state_lag_1,state_roll_3,head_state_share,district_roll_3,district_accel,detected_share_lag_1,detected_roll_6,population_m,literacy_pct,urban_pct,pop_density_k,days_in_month,target_spike,target_count,spike_eligible
12-0-2025-01,Davanagere,All,2025-01,12,0,24300,1,19,30,38,31,29.0,25.667,24.583,19,1.0,6.549,6.075,1.1797,0.7729,1290,1578.33,1290,1578.33,1.0,29.0,0.7729,0.7895,14.67,2.276,75.7,32.3,0.384,31,0,24,1
12-0-2025-02,Davanagere,All,2025-02,12,0,24301,2,24,19,30,15,24.333,25.667,24.0,24,1.0,6.549,5.759,1.0139,1.0,1210,1414.67,1210,1414.67,1.0,24.33,1.0,0.375,13.67,2.276,75.7,32.3,0.384,28,0,22,1
12-0-2025-03,Davanagere,All,2025-03,12,0,24302,3,22,24,19,23,21.667,26.0,24.583,22,1.0,6.298,5.139,0.8814,0.8949,1077,1192.33,1077,1192.33,1.0,21.67,0.8949,0.5909,14.83,2.276,75.7,32.3,0.384,31,0,19,1
12-0-2025-04,Davanagere,All,2025-04,12,0,24303,4,19,22,24,19,21.667,25.333,24.25,19,1.0,6.774,5.356,0.8935,0.7835,1168,1151.67,1168,1151.67,1.0,21.67,0.7835,0.6842,14.5,2.276,75.7,32.3,0.384,30,0,15,1
12-0-2025-05,Davanagere,All,2025-05,12,0,24304,5,15,19,22,28,18.667,21.5,23.917,15,1.0,4.717,5.78,0.7805,0.6272,1168,1137.67,1168,1137.67,1.0,18.67,0.6272,0.4,12.17,2.276,75.7,32.3,0.384,31,0,20,1
12-0-2025-06,Davanagere,All,2025-06,12,0,24305,6,20,15,19,25,18.0,19.833,23.25,20,1.0,2.794,5.732,0.7742,0.8602,1190,1175.33,1190,1175.33,1.0,18.0,0.8602,0.6,11.33,2.276,75.7,32.3,0.384,30,0,24,1
12-0-2025-07,Davanagere,All,2025-07,12,0,24306,7,24,20,15,24,19.667,20.667,23.167,24,1.0,3.145,5.713,0.8489,1.036,1187,1181.67,1187,1181.67,1.0,19.67,1.036,0.5833,11.17,2.276,75.7,32.3,0.384,31,0,22,1
12-0-2025-08,Davanagere,All,2025-08,12,0,24307,8,22,24,20,20,22.0,20.333,23.0,22,1.0,2.867,5.715,0.9565,0.9565,1190,1189.0,1190,1189.0,1.0,22.0,0.9565,0.4545,11.33,2.276,75.7,32.3,0.384,31,0,23,1
12-0-2025-09,Davanagere,All,2025-09,12,0,24308,9,23,22,24,23,23.0,20.5,23.25,23,1.0,2.986,5.644,0.9892,0.9892,1214,1197.0,1214,1197.0,1.0,23.0,0.9892,0.3913,10.67,2.276,75.7,32.3,0.384,30,0,23,1
12-0-2025-10,Davanagere,All,2025-10,12,0,24309,10,23,23,22,38,22.667,21.167,23.25,23,1.0,3.023,5.644,0.9749,0.9892,1104,1169.33,1104,1169.33,1.0,22.67,0.9892,0.6087,10.83,2.276,75.7,32.3,0.384,31,1,33,1
12-0-2025-11,Davanagere,All,2025-11,12,0,24310,11,33,23,23,30,26.333,24.167,22.833,33,1.0,4.14,4.634,1.1533,1.4453,1707,1341.67,1707,1341.67,1.0,26.33,1.4453,0.4848,12.5,2.276,75.7,32.3,0.384,30,0,29,1
12-0-2025-12,Davanagere,All,2025-12,12,0,24311,12,29,33,23,19,28.333,25.667,22.75,29,1.0,3.986,4.512,1.2454,1.2747,1697,1502.67,1697,1502.67,1.0,28.33,1.2747,0.6207,13.5,2.276,75.7,32.3,0.384,31,0,26,1
12-0-2026-01,Davanagere,All,2026-01,12,0,24312,1,26,29,33,24,29.333,26.0,23.333,26,1.0,3.916,4.441,1.2571,1.1143,1284,1562.67,1284,1562.67,1.0,29.33,1.1143,0.5,13.33,2.276,75.7,32.3,0.384,31,1,46,1
12-0-2026-02,Davanagere,All,2026-02,12,0,24313,2,46,26,29,22,33.667,30.0,25.167,46,1.0,7.958,7.69,1.3377,1.8278,2265,1748.67,2265,1748.67,1.0,33.67,1.8278,0.4565,15.17,2.276,75.7,32.3,0.384,28,0,43,1
12-0-2026-03,Davanagere,All,2026-03,12,0,24314,3,43,46,26,19,38.333,33.333,26.917,43,1.0,8.498,9.041,1.4241,1.5975,2094,1881.0,2094,1881.0,1.0,38.33,1.5975,0.5349,17.5,2.276,75.7,32.3,0.384,31,0,42,1
12-0-2026-04,Davanagere,All,2026-04,12,0,24315,4,42,43,46,15,43.667,36.5,28.833,42,1.0,7.544,9.582,1.5145,1.4566,2455,2271.33,2455,2271.33,1.0,43.67,1.4566,0.5,18.67,2.276,75.7,32.3,0.384,30,0,44,1
12-0-2026-05,Davanagere,All,2026-05,12,0,24316,5,44,42,43,20,43.0,38.333,31.25,44,1.0,7.803,9.444,1.376,1.408,2324,2291.0,2324,2291.0,1.0,43.0,1.408,0.4545,19.33,2.276,75.7,32.3,0.384,31,0,30,1
12-0-2026-06,Davanagere,All,2026-06,12,0,24317,6,30,44,42,24,38.667,38.5,32.083,30,1.0,7.61,8.836,1.2052,0.9351,2456,2411.67,2456,2411.67,1.0,38.67,0.9351,0.6,19.33,2.276,75.7,32.3,0.384,30,0,36,1
13-0-2024-02,Udupi,All,2024-02,13,0,24289,2,19,24,25,17,22.667,21.167,20.75,19,1.0,2.794,4.474,1.0924,0.9157,1240,1432.33,1240,1432.33,1.0,22.67,0.9157,0.5789,13.17,1.378,86.2,28.5,0.355,28,0,22,1
13-0-2024-03,Udupi,All,2024-03,13,0,24290,3,22,19,24,23,21.667,21.167,21.167,22,1.0,2.794,4.337,1.0236,1.0394,1148,1225.0,1148,1225.0,1.0,21.67,1.0394,0.5909,13.17,1.378,86.2,28.5,0.355,31,0,13,1
13-0-2024-04,Udupi,All,2024-04,13,0,24291,4,13,22,19,13,18.0,20.5,20.333,13,1.0,3.948,4.836,0.8852,0.6393,1171,1186.33,1171,1186.33,1.0,18.0,0.6393,0.1538,11.67,1.378,86.2,28.5,0.355,30,0,22,1
13-0-2024-05,Udupi,All,2024-05,13,0,24292,5,22,13,22,26,19.0,20.833,21.083,22,1.0,3.976,4.31,0.9012,1.0435,1175,1164.67,1175,1164.67,1.0,19.0,1.0435,0.6364,11.83,1.378,86.2,28.5,0.355,31,0,22,1
13-0-2024-06,Udupi,All,2024-06,13,0,24293,6,22,22,13,15,19.0,20.333,20.75,22,1.0,3.59,4.065,0.9157,1.0602,1270,1205.33,1270,1205.33,1.0,19.0,1.0602,0.4545,11.0,1.378,86.2,28.5,0.355,30,0,15,1
13-0-2024-07,Udupi,All,2024-07,13,0,24294,7,15,22,22,28,19.667,18.833,20.75,15,1.0,3.625,4.065,0.9478,0.7229,1177,1207.33,1177,1207.33,1.0,19.67,0.7229,0.6,9.83,1.378,86.2,28.5,0.355,31,0,11,1
13-0-2024-08,Udupi,All,2024-08,13,0,24295,8,11,15,22,22,16.0,17.5,19.333,11,1.0,4.646,4.249,0.8276,0.569,1103,1183.33,1103,1183.33,1.0,16.0,0.569,0.6364,9.17,1.378,86.2,28.5,0.355,31,0,17,1
13-0-2024-09,Udupi,All,2024-09,13,0,24296,9,17,11,15,17,14.333,16.667,18.917,17,1.0,4.19,4.212,0.7577,0.8987,1214,1164.67,1214,1164.67,1.0,14.33,0.8987,0.6471,8.83,1.378,86.2,28.5,0.355,30,1,27,1
13-0-2024-10,Udupi,All,2024-10,13,0,24297,10,27,17,11,20,18.333,19.0,19.75,27,1.0,5.26,4.71,0.9283,1.3671,1190,1169.0,1190,1169.0,1.0,18.33,1.3671,0.5556,11.0,1.378,86.2,28.5,0.355,31,0,23,1
13-0-2024-11,Udupi,All,2024-11,13,0,24298,11,23,27,17,25,22.333,19.167,20.0,23,1.0,5.367,4.796,1.1167,1.15,1701,1368.33,1701,1368.33,1.0,22.33,1.15,0.6087,11.0,1.378,86.2,28.5,0.355,30,0,27,1
13-0-2024-12,Udupi,All,2024-12,13,0,24299,12,27,23,27,24,25.667,20.0,20.167,27,1.0,6.083,4.997,1.2727,1.3388,1744,1545.0,1744,1545.0,1.0,25.67,1.3388,0.5556,11.83,1.378,86.2,28.5,0.355,31,0,24,1
13-0-2025-01,Udupi,All,2025-01,13,0,24300,1,24,27,23,19,24.667,21.5,20.167,24,1.0,5.766,4.997,1.2231,1.1901,1290,1578.33,1290,1578.33,1.0,24.67,1.1901,0.4583,12.17,1.378,86.2,28.5,0.355,31,0,16,1
13-0-2025-02,Udupi,All,2025-02,13,0,24301,2,16,24,27,22,22.333,22.333,19.917,16,1.0,4.384,5.123,1.1213,0.8033,1210,1414.67,1210,1414.67,1.0,22.33,0.8033,0.5625,12.5,1.378,86.2,28.5,0.355,28,0,12,1
13-0-2025-03,Udupi,All,2025-03,13,0,24302,3,12,16,24,13,17.333,21.5,19.083,12,1.0,5.62,5.515,0.9083,0.6288,1077,1192.33,1077,1192.33,1.0,17.33,0.6288,0.6667,12.0,1.378,86.2,28.5,0.355,31,0,18,1
13-0-2025-04,Udupi,All,2025-04,13,0,24303,4,18,12,16,22,15.333,20.0,19.5,18,1.0,5.132,5.22,0.7863,0.9231,1168,1151.67,1168,1151.67,1.0,15.33,0.9231,0.5556,11.17,1.378,86.2,28.5,0.355,30,0,12,1
13-0-2025-05,Udupi,All,2025-05,13,0,24304,5,12,18,12,22,14.0,18.167,18.667,12,1.0,5.669,5.543,0.75,0.6429,1168,1137.67,1168,1137.67,1.0,14.0,0.6429,0.3333,9.5,1.378,86.2,28.5,0.355,31,0,18,1
13-0-2025-06,Udupi,All,2025-06,13,0,24305,6,18,12,18,15,16.0,16.667,18.333,18,1.0,4.11,5.452,0.8727,0.9818,1190,1175.33,1190,1175.33,1.0,16.0,0.9818,0.6667,9.0,1.378,86.2,28.5,0.355,30,0,20,1
13-0-2025-07,Udupi,All,2025-07,13,0,24306,7,20,18,12,11,16.667,16.0,18.75,20,1.0,3.055,5.372,0.8889,1.0667,1187,1181.67,1187,1181.67,1.0,16.67,1.0667,0.65,9.33,1.378,86.2,28.5,0.355,31,0,19,1
13-0-2025-08,Udupi,All,2025-08,13,0,24307,8,19,20,18,17,19.0,16.5,19.417,19,1.0,3.253,4.838,0.9785,0.9785,1190,1189.0,1190,1189.0,1.0,19.0,0.9785,0.7895,10.33,1.378,86.2,28.5,0.355,31,0,26,1
13-0-2025-09,Udupi,All,2025-09,13,0,24308,9,26,19,20,27,21.667,18.833,20.167,26,1.0,4.099,5.096,1.0744,1.2893,1214,1197.0,1214,1197.0,1.0,21.67,1.2893,0.5769,11.5,1.378,86.2,28.5,0.355,30,0,14,1
13-0-2025-10,Udupi,All,2025-10,13,0,24309,10,14,26,19,23,19.667,18.167,19.083,14,1.0,4.488,4.907,1.0306,0.7336,1104,1169.33,1104,1169.33,1.0,19.67,0.7336,0.4286,10.83,1.378,86.2,28.5,0.355,31,1,38,1
13-0-2025-11,Udupi,All,2025-11,13,0,24310,11,38,14,26,27,26.0,22.5,20.333,38,1.0,7.784,7.145,1.2787,1.8689,1707,1341.67,1707,1341.67,1.0,26.0,1.8689,0.6316,14.17,1.378,86.2,28.5,0.355,30,0,21,1
13-0-2025-12,Udupi,All,2025-12,13,0,24311,12,21,38,14,24,24.333,23.0,19.833,21,1.0,7.572,6.866,1.2269,1.0588,1697,1502.67,1697,1502.67,1.0,24.33,1.0588,0.3333,13.33,1.378,86.2,28.5,0.355,31,0,14,1
13-0-2026-01,Udupi,All,2026-01,13,0,24312,1,14,21,38,16,24.333,22.0,19.0,14,1.0,8.266,6.916,1.2807,0.7368,1284,1562.67,1284,1562.67,1.0,24.33,0.7368,0.5714,12.5,1.378,86.2,28.5,0.355,31,1,42,1
13-0-2026-02,Udupi,All,2026-02,13,0,24313,2,42,14,21,12,25.667,25.833,21.167,42,1.0,10.9,9.299,1.2126,1.9843,2265,1748.67,2265,1748.67,1.0,25.67,1.9843,0.5476,13.83,1.378,86.2,28.5,0.355,28,0,32,1
13-0-2026-03,Udupi,All,2026-03,13,0,24314,3,32,42,14,18,29.333,26.833,22.833,32,1.0,11.142,9.299,1.2847,1.4015,2094,1881.0,2094,1881.0,1.0,29.33,1.4015,0.4688,13.83,1.378,86.2,28.5,0.355,31,1,42,1
13-0-2026-04,Udupi,All,2026-04,13,0,24315,4,42,32,42,12,38.667,31.5,24.833,42,1.0,10.642,10.542,1.557,1.6913,2455,2271.33,2455,2271.33,1.0,38.67,1.6913,0.5952,17.0,1.378,86.2,28.5,0.355,30,0,43,1
13-0-2026-05,Udupi,All,2026-05,13,0,24316,5,43,42,32,18,39.0,32.333,27.417,43,1.0,11.294,10.874,1.4225,1.5684,2324,2291.0,2324,2291.0,1.0,39.0,1.5684,0.5116,16.67,1.378,86.2,28.5,0.355,31,0,36,1
13-0-2026-06,Udupi,All,2026-06,13,0,24317,6,36,43,42,20,40.333,34.833,28.917,36,1.0,10.106,10.712,1.3948,1.245,2456,2411.67,2456,2411.67,1.0,40.33,1.245,0.5556,18.83,1.378,86.2,28.5,0.355,30,0,35,1
14-0-2024-02,Hassan,All,2024-02,14,0,24289,2,21,23,38,15,27.333,24.833,21.25,21,1.0,7.057,6.66,1.2863,0.9882,1240,1432.33,1240,1432.33,1.0,27.33,0.9882,0.4762,12.5,2.078,75.9,21.4,0.305,28,0,22,1
14-0-2024-03,Hassan,All,2024-03,14,0,24290,3,22,21,23,19,22.0,23.833,21.833,22,1.0,6.962,6.388,1.0076,1.0076,1148,1225.0,1148,1225.0,1.0,22.0,1.0076,0.5,11.67,2.078,75.9,21.4,0.305,31,0,27,1
14-0-2024-04,Hassan,All,2024-04,14,0,24291,4,27,22,21,16,23.333,25.833,22.5,27,1.0,5.757,6.474,1.037,1.2,1171,1186.33,1171,1186.33,1.0,23.33,1.2,0.5185,12.33,2.078,75.9,21.4,0.305,30,0,17,1
14-0-2024-05,Hassan,All,2024-05,14,0,24292,5,17,27,22,25,22.0,24.667,22.583,17,1.0,6.65,6.396,0.9742,0.7528,1175,1164.67,1175,1164.67,1.0,22.0,0.7528,0.7059,12.0,2.078,75.9,21.4,0.305,31,0,15,1
14-0-2024-06,Hassan,All,2024-06,14,0,24293,6,15,17,27,17,19.667,20.833,21.75,15,1.0,3.933,6.672,0.9042,0.6897,1270,1205.33,1270,1205.33,1.0,19.67,0.6897,0.4667,10.67,2.078,75.9,21.4,0.305,30,0,16,1
14-0-2024-07,Hassan,All,2024-07,14,0,24294,7,16,15,17,14,16.0,19.667,21.667,16,1.0,4.15,6.737,0.7385,0.7385,1177,1207.33,1177,1207.33,1.0,16.0,0.7385,0.6875,10.83,2.078,75.9,21.4,0.305,31,0,18,1
14-0-2024-08,Hassan,All,2024-08,14,0,24295,8,18,16,15,28,16.333,19.167,22.0,18,1.0,4.14,6.442,0.7424,0.8182,1103,1183.33,1103,1183.33,1.0,16.33,0.8182,0.6111,11.0,2.078,75.9,21.4,0.305,31,0,17,1
14-0-2024-09,Hassan,All,2024-09,14,0,24296,9,17,18,16,15,17.0,18.333,21.083,17,1.0,3.986,6.304,0.8063,0.8063,1214,1164.67,1214,1164.67,1.0,17.0,0.8063,0.5294,10.67,2.078,75.9,21.4,0.305,30,0,22,1
14-0-2024-10,Hassan,All,2024-10,14,0,24297,10,22,17,18,24,19.0,17.5,21.667,22,1.0,2.217,6.032,0.8769,1.0154,1190,1169.0,1190,1169.0,1.0,19.0,1.0154,0.5455,10.33,2.078,75.9,21.4,0.305,31,1,29,1
14-0-2024-11,Hassan,All,2024-11,14,0,24298,11,29,22,17,38,22.667,19.5,22.083,29,1.0,4.787,6.344,1.0264,1.3132,1701,1368.33,1701,1368.33,1.0,22.67,1.3132,0.5862,11.17,2.078,75.9,21.4,0.305,30,0,21,1
14-0-2024-12,Hassan,All,2024-12,14,0,24299,12,21,29,22,23,24.0,20.5,20.667,21,1.0,4.349,4.15,1.1613,1.0161,1744,1545.0,1744,1545.0,1.0,24.0,1.0161,0.4286,11.5,2.078,75.9,21.4,0.305,31,0,19,1
14-0-2025-01,Hassan,All,2025-01,14,0,24300,1,19,21,29,21,23.0,21.0,20.333,19,1.0,3.958,4.11,1.1311,0.9344,1290,1578.33,1290,1578.33,1.0,23.0,0.9344,0.4737,11.17,2.078,75.9,21.4,0.305,31,0,23,1
14-0-2025-02,Hassan,All,2025-02,14,0,24301,2,23,19,21,22,21.0,21.833,20.5,23,1.0,3.76,4.173,1.0244,1.122,1210,1414.67,1210,1414.67,1.0,21.0,1.122,0.5217,11.33,2.078,75.9,21.4,0.305,28,0,8,1
14-0-2025-03,Hassan,All,2025-03,14,0,24302,3,8,23,19,27,16.667,20.333,19.333,8,1.0,6.316,5.375,0.8621,0.4138,1077,1192.33,1077,1192.33,1.0,16.67,0.4138,0.5,10.5,2.078,75.9,21.4,0.305,31,0,18,1
14-0-2025-04,Hassan,All,2025-04,14,0,24303,4,18,8,23,17,16.333,19.667,18.583,18,1.0,6.316,4.856,0.8789,0.9686,1168,1151.67,1168,1151.67,1.0,16.33,0.9686,0.6111,10.33,2.078,75.9,21.4,0.305,30,1,25,1
14-0-2025-05,Hassan,All,2025-05,14,0,24304,5,25,18,8,15,17.0,19.0,19.25,25,1.0,5.447,5.134,0.8831,1.2987,1168,1137.67,1168,1137.67,1.0,17.0,1.2987,0.6,10.0,2.078,75.9,21.4,0.305,31,0,6,1
14-0-2025-06,Hassan,All,2025-06,14,0,24305,6,6,25,18,16,16.333,16.5,18.5,6,1.0,7.136,6.238,0.8829,0.3243,1190,1175.33,1190,1175.33,1.0,16.33,0.3243,0.6667,9.17,2.078,75.9,21.4,0.305,30,0,17,1
14-0-2025-07,Hassan,All,2025-07,14,0,24306,7,17,6,25,18,16.0,16.167,18.583,17,1.0,7.057,6.211,0.861,0.9148,1187,1181.67,1187,1181.67,1.0,16.0,0.9148,0.4118,8.83,2.078,75.9,21.4,0.305,31,0,20,1
14-0-2025-08,Hassan,All,2025-08,14,0,24307,8,20,17,6,17,14.333,15.667,18.75,20,1.0,6.65,6.22,0.7644,1.0667,1190,1189.0,1190,1189.0,1.0,14.33,1.0667,0.4,8.17,2.078,75.9,21.4,0.305,31,1,28,1
14-0-2025-09,Hassan,All,2025-09,14,0,24308,9,28,20,17,22,21.667,19.0,19.667,28,1.0,6.976,6.687,1.1017,1.4237,1214,1197.0,1214,1197.0,1.0,21.67,1.4237,0.4643,9.67,2.078,75.9,21.4,0.305,30,0,22,1
14-0-2025-10,Hassan,All,2025-10,14,0,24309,10,22,28,20,29,23.333,19.667,19.667,22,1.0,7.04,6.687,1.1864,1.1186,1104,1169.33,1104,1169.33,1.0,23.33,1.1186,0.5455,9.83,2.078,75.9,21.4,0.305,31,0,22,1
14-0-2025-11,Hassan,All,2025-11,14,0,24310,11,22,22,28,21,24.0,19.167,19.083,22,1.0,6.743,6.13,1.2576,1.1528,1707,1341.67,1707,1341.67,1.0,24.0,1.1528,0.6818,9.83,2.078,75.9,21.4,0.305,30,0,27,1
14-0-2025-12,Hassan,All,2025-12,14,0,24311,12,27,22,22,19,23.667,22.667,19.583,27,1.0,3.815,6.499,1.2085,1.3787,1697,1502.67,1697,1502.67,1.0,23.67,1.3787,0.5926,11.83,2.078,75.9,21.4,0.305,31,0,20,1
14-0-2026-01,Hassan,All,2026-01,14,0,24312,1,20,27,22,23,23.0,23.167,19.667,20,1.0,3.184,6.498,1.1695,1.0169,1284,1562.67,1284,1562.67,1.0,23.0,1.0169,0.45,12.17,2.078,75.9,21.4,0.305,31,1,46,1
14-0-2026-02,Hassan,All,2026-02,14,0,24313,2,46,20,27,8,31.0,27.5,21.583,46,1.0,8.751,9.768,1.4363,2.1313,2265,1748.67,2265,1748.67,1.0,31.0,2.1313,0.6304,15.67,2.078,75.9,21.4,0.305,28,0,32,1
14-0-2026-03,Hassan,All,2026-03,14,0,24314,3,32,46,20,18,32.667,28.167,23.583,32,1.0,8.915,9.224,1.3852,1.3569,2094,1881.0,2094,1881.0,1.0,32.67,1.3569,0.5625,16.5,2.078,75.9,21.4,0.305,31,0,40,1
14-0-2026-04,Hassan,All,2026-04,14,0,24315,4,40,32,46,25,39.333,31.167,25.417,40,1.0,9.353,10.079,1.5475,1.5738,2455,2271.33,2455,2271.33,1.0,39.33,1.5738,0.45,17.5,2.078,75.9,21.4,0.305,30,0,34,1
14-0-2026-05,Hassan,All,2026-05,14,0,24316,5,34,40,32,6,35.333,33.167,26.167,34,1.0,8.415,10.351,1.3503,1.2994,2324,2291.0,2324,2291.0,1.0,35.33,1.2994,0.4412,17.5,2.078,75.9,21.4,0.305,31,1,54,1
14-0-2026-06,Hassan,All,2026-06,14,0,24317,6,54,34,40,17,42.667,37.667,30.167,54,1.0,10.796,11.037,1.4144,1.7901,2456,2411.67,2456,2411.67,1.0,42.67,1.7901,0.5556,19.83,2.078,75.9,21.4,0.305,30,0,27,1
15-0-2024-02,Mandya,All,2024-02,15,0,24289,2,21,17,20,13,19.333,22.167,18.917,21,1.0,3.532,6.751,1.022,1.1101,1240,1432.33,1240,1432.33,1.0,19.33,1.1101,0.619,11.17,2.113,70.1,17.1,0.426,28,0,15,1
15-0-2024-03,Mandya,All,2024-03,15,0,24290,3,15,21,17,13,17.667,21.0,19.083,15,1.0,4.435,6.626,0.9258,0.786,1148,1225.0,1148,1225.0,1.0,17.67,0.786,0.3333,10.17,2.113,70.1,17.1,0.426,31,1,28,1
15-0-2024-04,Mandya,All,2024-04,15,0,24291,4,28,15,21,10,21.333,21.5,20.333,28,1.0,4.992,6.774,1.0492,1.377,1171,1186.33,1171,1186.33,1.0,21.33,1.377,0.4286,10.33,2.113,70.1,17.1,0.426,30,0,17,1
15-0-2024-05,Mandya,All,2024-05,15,0,24292,5,17,28,15,16,20.0,19.667,20.917,17,1.0,4.23,6.13,0.9562,0.8127,1175,1164.67,1175,1164.67,1.0,20.0,0.8127,0.6471,9.83,2.113,70.1,17.1,0.426,31,0,16,1
15-0-2024-06,Mandya,All,2024-06,15,0,24293,6,16,17,28,10,20.333,19.0,20.917,16,1.0,4.435,6.13,0.9721,0.7649,1270,1205.33,1270,1205.33,1.0,20.33,0.7649,0.5,9.5,2.113,70.1,17.1,0.426,30,1,33,1
15-0-2024-07,Mandya,All,2024-07,15,0,24294,7,33,16,17,32,22.0,21.667,22.833,33,1.0,6.675,6.012,0.9635,1.4453,1177,1207.33,1177,1207.33,1.0,22.0,1.4453,0.5152,11.0,2.113,70.1,17.1,0.426,31,0,16,1
15-0-2024-08,Mandya,All,2024-08,15,0,24295,8,16,33,16,22,21.667,20.833,21.5,16,1.0,7.01,5.59,1.0078,0.7442,1103,1183.33,1103,1183.33,1.0,21.67,0.7442,0.4375,10.0,2.113,70.1,17.1,0.426,31,0,30,1
15-0-2024-09,Mandya,All,2024-09,15,0,24296,9,30,16,33,25,26.333,23.333,22.167,30,1.0,7.157,6.067,1.188,1.3534,1214,1164.67,1214,1164.67,1.0,26.33,1.3534,0.4667,11.5,2.113,70.1,17.1,0.426,30,0,22,1
15-0-2024-10,Mandya,All,2024-10,15,0,24297,10,22,30,16,28,22.667,22.333,21.917,22,1.0,6.848,6.006,1.0342,1.0038,1190,1169.0,1190,1169.0,1.0,22.67,1.0038,0.5,11.33,2.113,70.1,17.1,0.426,31,1,32,1
15-0-2024-11,Mandya,All,2024-11,15,0,24298,11,32,22,30,20,28.0,24.833,22.25,32,1.0,7.174,6.431,1.2584,1.4382,1701,1368.33,1701,1368.33,1.0,28.0,1.4382,0.6562,13.0,2.113,70.1,17.1,0.426,30,0,37,1
15-0-2024-12,Mandya,All,2024-12,15,0,24299,12,37,32,22,17,30.333,28.333,23.667,37,1.0,7.134,7.554,1.2817,1.5634,1744,1545.0,1744,1545.0,1.0,30.33,1.5634,0.5676,15.17,2.113,70.1,17.1,0.426,31,0,19,1
15-0-2025-01,Mandya,All,2025-01,15,0,24300,1,19,37,32,21,29.333,26.0,23.833,19,1.0,7.506,7.426,1.2308,0.7972,1290,1578.33,1290,1578.33,1.0,29.33,0.7972,0.5263,14.0,2.113,70.1,17.1,0.426,31,0,24,1
15-0-2025-02,Mandya,All,2025-02,15,0,24301,2,24,19,37,15,26.667,27.333,24.083,24,1.0,6.209,7.376,1.1073,0.9965,1210,1414.67,1210,1414.67,1.0,26.67,0.9965,0.5417,15.0,2.113,70.1,17.1,0.426,28,0,19,1
15-0-2025-03,Mandya,All,2025-03,15,0,24302,3,19,24,19,28,20.667,25.5,24.417,19,1.0,6.752,7.041,0.8464,0.7782,1077,1192.33,1077,1192.33,1.0,20.67,0.7782,0.6316,14.67,2.113,70.1,17.1,0.426,31,1,31,1
15-0-2025-04,Mandya,All,2025-04,15,0,24303,4,31,19,24,17,24.667,27.0,24.667,31,1.0,6.807,7.215,1.0,1.2568,1168,1151.67,1168,1151.67,1.0,24.67,1.2568,0.5484,15.67,2.113,70.1,17.1,0.426,30,0,15,1
15-0-2025-05,Mandya,All,2025-05,15,0,24304,5,15,31,19,16,21.667,24.167,24.5,15,1.0,7.625,7.411,0.8844,0.6122,1168,1137.67,1168,1137.67,1.0,21.67,0.6122,0.8,14.17,2.113,70.1,17.1,0.426,31,0,21,1
15-0-2025-06,Mandya,All,2025-06,15,0,24305,6,21,15,31,33,22.333,21.5,24.917,21,1.0,5.025,7.053,0.8963,0.8428,1190,1175.33,1190,1175.33,1.0,22.33,0.8428,0.5714,12.67,2.113,70.1,17.1,0.426,30,0,13,1
15-0-2025-07,Mandya,All,2025-07,15,0,24306,7,13,21,15,16,16.333,20.5,23.25,13,1.0,5.937,7.304,0.7025,0.5591,1187,1181.67,1187,1181.67,1.0,16.33,0.5591,0.6154,12.33,2.113,70.1,17.1,0.426,31,0,21,1
15-0-2025-08,Mandya,All,2025-08,15,0,24307,8,21,13,21,30,18.333,20.0,23.667,21,1.0,5.745,7.016,0.7746,0.8873,1190,1189.0,1190,1189.0,1.0,18.33,0.8873,0.3333,11.33,2.113,70.1,17.1,0.426,31,0,15,1
15-0-2025-09,Mandya,All,2025-09,15,0,24308,9,15,21,13,22,16.333,19.333,22.417,15,1.0,6.046,7.112,0.7286,0.6691,1214,1197.0,1214,1197.0,1.0,16.33,0.6691,0.5333,10.67,2.113,70.1,17.1,0.426,30,1,25,1
15-0-2025-10,Mandya,All,2025-10,15,0,24309,10,25,15,21,32,20.333,18.333,22.667,25,1.0,4.269,7.145,0.8971,1.1029,1104,1169.33,1104,1169.33,1.0,20.33,1.1029,0.56,10.17,2.113,70.1,17.1,0.426,31,0,25,1
15-0-2025-11,Mandya,All,2025-11,15,0,24310,11,25,25,15,37,21.667,20.0,22.083,25,1.0,4.583,6.626,0.9811,1.1321,1707,1341.67,1707,1341.67,1.0,21.67,1.1321,0.52,10.33,2.113,70.1,17.1,0.426,30,1,34,1
15-0-2025-12,Mandya,All,2025-12,15,0,24311,12,34,25,25,19,28.0,22.167,21.833,34,1.0,6.986,6.094,1.2824,1.5573,1697,1502.67,1697,1502.67,1.0,28.0,1.5573,0.5294,11.33,2.113,70.1,17.1,0.426,31,0,19,1
15-0-2026-01,Mandya,All,2026-01,15,0,24312,1,19,34,25,24,26.0,23.167,21.833,19,1.0,5.956,6.094,1.1908,0.8702,1284,1562.67,1284,1562.67,1.0,26.0,0.8702,0.6842,12.17,2.113,70.1,17.1,0.426,31,1,38,1
15-0-2026-02,Mandya,All,2026-02,15,0,24313,2,38,19,34,19,30.333,26.0,23.0,38,1.0,7.958,7.561,1.3188,1.6522,2265,1748.67,2265,1748.67,1.0,30.33,1.6522,0.4737,14.0,2.113,70.1,17.1,0.426,28,0,34,1
