row_key,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,std_6,std_12,accel_3_12,accel_1_12,head_state_lag_1,head_state_roll_3,state_lag_1,state_roll_3,head_state_share,district_roll_3,district_accel,detected_share_lag_1,detected_roll_6,population_m,literacy_pct,urban_pct,pop_density_k,days_in_month,target_spike
13-2-2026-04,13,2,24315,4,20,20,20,9,20.0,16.5,12.333,42,0.4762,5.59,6.115,1.6216,1.6216,904,852.33,2455,2271.33,0.3682,38.67,1.6913,0.6,9.67,1.378,86.2,28.5,0.355,30,0
13-2-2026-05,13,2,24316,5,15,20,20,4,18.333,15.667,12.833,43,0.3488,5.375,6.067,1.4286,1.1688,870,855.67,2324,2291.0,0.3744,39.0,1.5684,0.3333,8.17,1.378,86.2,28.5,0.355,31,0
13-2-2026-06,13,2,24317,6,12,15,20,9,15.667,15.333,13.5,36,0.3333,5.528,5.47,1.1605,0.8889,953,909.0,2456,2411.67,0.388,40.33,1.245,0.6667,8.67,1.378,86.2,28.5,0.355,30,0
13-3-2026-04,13,3,24315,4,7,4,5,0,5.333,3.333,2.083,42,0.1667,2.357,2.178,2.56,3.36,191,185.0,2455,2271.33,0.0778,38.67,1.6913,0.5714,1.83,1.378,86.2,28.5,0.355,30,0
13-3-2026-05,13,3,24316,5,7,7,4,2,6.0,4.0,2.667,43,0.1628,2.708,2.461,2.25,2.625,193,182.67,2324,2291.0,0.083,39.0,1.5684,0.8571,2.5,1.378,86.2,28.5,0.355,31,0
13-3-2026-06,13,3,24317,6,3,7,7,2,5.667,4.333,2.75,36,0.0833,2.427,2.454,2.0606,1.0909,180,188.0,2456,2411.67,0.0733,40.33,1.245,0.6667,2.67,1.378,86.2,28.5,0.355,30,0
13-4-2025-09,13,4,24308,9,9,3,4,4,5.333,3.333,3.5,26,0.3462,2.867,2.255,1.5238,2.5714,237,221.67,1214,1197.0,0.1952,21.67,1.2893,0.4444,1.33,1.378,86.2,28.5,0.355,30,0
13-4-2025-10,13,4,24309,10,4,9,3,4,5.333,3.5,3.5,14,0.2857,2.872,2.255,1.5238,1.1429,215,222.0,1104,1169.33,0.1947,19.67,0.7336,0.5,1.5,1.378,86.2,28.5,0.355,31,0
13-4-2025-11,13,4,24310,11,5,4,9,4,6.0,4.333,3.583,38,0.1316,2.427,2.29,1.6744,1.3953,210,220.67,1707,1341.67,0.123,26.0,1.8689,0.2,1.67,1.378,86.2,28.5,0.355,30,0
13-4-2026-05,13,4,24316,5,8,6,2,1,5.333,4.167,4.25,43,0.186,2.339,2.385,1.2549,1.8824,431,423.67,2324,2291.0,0.1855,39.0,1.5684,0.625,2.0,1.378,86.2,28.5,0.355,31,0
13-4-2026-06,13,4,24317,6,4,8,6,4,6.0,4.5,4.5,36,0.1111,2.141,2.179,1.3333,0.8889,434,443.33,2456,2411.67,0.1767,40.33,1.245,0.25,2.17,1.378,86.2,28.5,0.355,30,0
14-1-2025-04,14,1,24303,4,4,5,6,2,5.0,2.833,2.583,18,0.2222,2.339,1.801,1.9355,1.5484,159,150.67,1168,1151.67,0.1361,16.33,0.9686,0.5,1.33,2.078,75.9,21.4,0.305,30,0
14-1-2026-04,14,1,24315,4,10,2,7,4,6.333,4.333,3.917,40,0.25,3.091,2.396,1.617,2.5532,371,331.0,2455,2271.33,0.1511,39.33,1.5738,0.5,3.0,2.078,75.9,21.4,0.305,30,0
14-1-2026-05,14,1,24316,5,4,10,2,1,5.333,4.667,3.917,34,0.1176,2.925,2.396,1.3617,1.0213,331,331.0,2324,2291.0,0.1424,35.33,1.2994,1.0,3.33,2.078,75.9,21.4,0.305,31,0
14-1-2026-06,14,1,24317,6,6,4,10,3,6.667,5.167,4.333,54,0.1111,2.853,2.285,1.5385,1.3846,356,352.67,2456,2411.67,0.145,42.67,1.7901,0.1667,3.17,2.078,75.9,21.4,0.305,30,0
14-2-2024-02,14,2,24289,2,6,7,27,7,13.333,11.5,8.583,21,0.2857,7.544,6.304,1.5534,0.699,492,690.0,1240,1432.33,0.3968,27.33,0.9882,0.5,5.67,2.078,75.9,21.4,0.305,28,0
14-2-2024-03,14,2,24290,3,6,6,7,4,6.333,10.833,8.5,22,0.2727,7.819,6.331,0.7451,0.7059,425,477.67,1148,1225.0,0.3702,22.0,1.0076,0.6667,5.5,2.078,75.9,21.4,0.305,31,1
14-2-2024-04,14,2,24291,4,11,6,6,3,7.667,11.833,9.083,27,0.4074,7.381,6.211,0.844,1.211,437,451.33,1171,1186.33,0.3732,23.33,1.2,0.6364,6.33,2.078,75.9,21.4,0.305,30,0
14-2-2024-05,14,2,24292,5,6,11,6,10,7.667,10.5,9.333,17,0.3529,7.588,6.018,0.8214,0.6429,421,427.67,1175,1164.67,0.3583,22.0,0.7528,1.0,5.83,2.078,75.9,21.4,0.305,31,0
14-2-2024-06,14,2,24293,6,6,6,11,6,7.667,7.0,9.0,15,0.4,1.826,6.083,0.8519,0.6667,495,451.0,1270,1205.33,0.3898,19.67,0.6897,0.6667,4.5,2.078,75.9,21.4,0.305,30,0
14-2-2024-07,14,2,24294,7,5,6,6,4,5.667,6.667,8.917,16,0.3125,1.972,6.13,0.6355,0.5607,451,455.67,1177,1207.33,0.3832,16.0,0.7385,0.6,4.5,2.078,75.9,21.4,0.305,31,0
14-2-2024-08,14,2,24295,8,6,5,6,10,5.667,6.667,9.083,18,0.3333,1.972,6.02,0.6239,0.6606,424,456.67,1103,1183.33,0.3844,16.33,0.8182,0.3333,4.33,2.078,75.9,21.4,0.305,31,1
14-2-2024-09,14,2,24296,9,9,6,5,5,6.667,7.167,9.0,17,0.5294,2.115,6.014,0.7407,1.0,472,449.0,1214,1164.67,0.3888,17.0,0.8063,0.5556,4.5,2.078,75.9,21.4,0.305,30,1
14-2-2024-10,14,2,24297,10,10,9,6,14,8.333,7.0,9.417,22,0.4545,1.826,5.894,0.885,1.0619,445,447.0,1190,1169.0,0.3739,19.0,1.0154,0.5,4.17,2.078,75.9,21.4,0.305,31,1
14-2-2024-11,14,2,24298,11,19,10,9,27,12.667,9.167,9.833,29,0.6552,4.74,6.362,1.2881,1.9322,967,628.0,1701,1368.33,0.5685,22.67,1.3132,0.6316,5.17,2.078,75.9,21.4,0.305,30,0
14-2-2024-12,14,2,24299,12,13,19,10,7,14.0,10.333,8.667,21,0.619,4.679,3.923,1.6154,1.5,992,801.33,1744,1545.0,0.5688,24.0,1.0161,0.4615,5.5,2.078,75.9,21.4,0.305,31,0
14-2-2025-01,14,2,24300,1,7,13,19,6,13.0,10.667,8.667,19,0.3684,4.346,3.923,1.5,0.8077,553,837.33,1290,1578.33,0.4287,23.0,0.9344,0.5714,5.67,2.078,75.9,21.4,0.305,31,0
14-2-2025-02,14,2,24301,2,8,7,13,6,9.333,11.0,8.833,23,0.3478,4.041,3.848,1.0566,0.9057,452,665.67,1210,1414.67,0.3736,21.0,1.122,0.75,6.33,2.078,75.9,21.4,0.305,28,0
14-2-2025-03,14,2,24302,3,0,8,7,11,5.0,9.5,8.333,8,0.0,5.795,4.515,0.6,0.0,425,476.67,1077,1192.33,0.3946,16.67,0.4138,0.0,5.5,2.078,75.9,21.4,0.305,31,0
14-2-2025-07,14,2,24306,7,8,3,7,6,6.0,4.833,7.75,17,0.4706,3.023,4.746,0.7742,1.0323,450,434.33,1187,1181.67,0.3791,16.0,0.9148,0.375,2.67,2.078,75.9,21.4,0.305,31,0
14-2-2025-08,14,2,24307,8,4,8,3,9,5.0,4.167,7.583,20,0.2,2.672,4.838,0.6593,0.5275,440,439.0,1190,1189.0,0.3697,14.33,1.0667,0.5,2.0,2.078,75.9,21.4,0.305,31,1
14-2-2025-09,14,2,24308,9,13,4,8,10,8.333,6.333,7.917,28,0.4643,3.543,5.057,1.0526,1.6421,434,441.33,1214,1197.0,0.3575,21.67,1.4237,0.4615,3.0,2.078,75.9,21.4,0.305,30,0
14-2-2025-10,14,2,24309,10,8,13,4,19,8.333,7.167,7.75,22,0.3636,3.236,5.019,1.0753,1.0323,394,422.67,1104,1169.33,0.3569,23.33,1.1186,0.625,3.67,2.078,75.9,21.4,0.305,31,1
14-2-2025-11,14,2,24310,11,15,8,13,13,12.0,8.5,7.417,22,0.6818,4.349,4.349,1.618,2.0225,979,602.33,1707,1341.67,0.5735,24.0,1.1528,0.8,5.0,2.078,75.9,21.4,0.305,30,1
14-2-2025-12,14,2,24311,12,18,15,8,7,13.667,11.0,7.833,27,0.6667,4.761,5.047,1.7447,2.2979,1016,796.33,1697,1502.67,0.5987,23.67,1.3787,0.6667,6.67,2.078,75.9,21.4,0.305,31,0
14-2-2026-01,14,2,24312,1,7,18,15,8,13.333,10.833,7.833,20,0.35,4.879,5.047,1.7021,0.8936,513,836.0,1284,1562.67,0.3995,23.0,1.0169,0.4286,6.67,2.078,75.9,21.4,0.305,31,0
14-2-2026-02,14,2,24313,2,13,7,18,0,12.667,12.333,8.25,46,0.2826,3.815,5.246,1.5354,1.5758,860,796.33,2265,1748.67,0.3797,31.0,2.1313,0.6154,7.67,2.078,75.9,21.4,0.305,28,0
14-2-2026-03,14,2,24314,3,17,13,7,3,12.333,13.0,9.667,32,0.5312,4.203,5.121,1.2759,1.7586,793,722.0,2094,1881.0,0.3787,32.67,1.3569,0.4706,8.0,2.078,75.9,21.4,0.305,31,0
14-2-2026-04,14,2,24315,4,13,17,13,7,14.333,13.833,10.5,40,0.325,3.578,4.77,1.3651,1.2381,904,852.33,2455,2271.33,0.3682,39.33,1.5738,0.3846,8.0,2.078,75.9,21.4,0.305,30,0
14-2-2026-05,14,2,24316,5,19,13,17,3,16.333,14.5,11.5,34,0.5588,4.072,5.172,1.4203,1.6522,870,855.67,2324,2291.0,0.3744,35.33,1.2994,0.3158,7.0,2.078,75.9,21.4,0.305,31,1
14-2-2026-06,14,2,24317,6,24,19,13,8,18.667,15.5,13.25,54,0.4444,5.346,5.54,1.4088,1.8113,953,909.0,2456,2411.67,0.388,42.67,1.7901,0.5,7.0,2.078,75.9,21.4,0.305,30,0
14-4-2024-04,14,4,24291,4,5,8,5,3,6.0,4.333,4.333,27,0.1852,2.134,1.972,1.3846,1.1538,210,222.0,1171,1186.33,0.1793,23.33,1.2,0.4,1.5,2.078,75.9,21.4,0.305,30,0
14-4-2024-05,14,4,24292,5,4,5,8,8,5.667,4.5,4.417,17,0.2353,2.062,1.935,1.283,0.9057,214,220.0,1175,1164.67,0.1821,22.0,0.7528,0.5,1.67,2.078,75.9,21.4,0.305,31,0
14-4-2026-02,14,4,24313,2,11,3,1,2,5.0,4.167,3.333,46,0.2391,3.76,3.197,1.5,3.3,390,268.0,2265,1748.67,0.1722,31.0,2.1313,0.5455,1.67,2.078,75.9,21.4,0.305,28,0
14-4-2026-03,14,4,24314,3,4,11,3,3,6.0,3.667,3.5,32,0.125,3.543,3.175,1.7143,1.1429,375,331.33,2094,1881.0,0.1791,32.67,1.3569,0.75,1.67,2.078,75.9,21.4,0.305,31,0
14-4-2026-04,14,4,24315,4,8,4,11,7,7.667,4.5,3.917,40,0.2,3.862,3.402,1.9574,2.0426,465,410.0,2455,2271.33,0.1894,39.33,1.5738,0.375,2.0,2.078,75.9,21.4,0.305,30,0
14-4-2026-06,14,4,24317,6,7,1,8,1,5.333,5.667,4.0,54,0.1296,3.35,3.317,1.3333,1.75,434,443.33,2456,2411.67,0.1767,42.67,1.7901,0.4286,2.5,2.078,75.9,21.4,0.305,30,0
15-1-2025-12,15,1,24311,12,7,3,6,1,5.333,3.667,3.25,34,0.2059,2.134,1.689,1.641,2.1538,157,157.33,1697,1502.67,0.0925,28.0,1.5573,0.5714,2.0,2.113,70.1,17.1,0.426,31,0
15-1-2026-02,15,1,24313,2,6,2,7,3,5.0,4.333,3.583,38,0.1579,2.055,1.754,1.3953,1.6744,331,213.33,2265,1748.67,0.1461,30.33,1.6522,0.3333,2.33,2.113,70.1,17.1,0.426,28,0
15-1-2026-04,15,1,24315,4,10,4,6,3,6.667,5.333,4.25,46,0.2174,2.687,2.454,1.5686,2.3529,371,331.0,2455,2271.33,0.1511,39.33,1.8039,0.3,2.5,2.113,70.1,17.1,0.426,30,0
15-1-2026-05,15,1,24316,5,4,10,4,4,6.0,5.5,4.333,43,0.093,2.566,2.427,1.3846,0.9231,331,331.0,2324,2291.0,0.1424,41.0,1.5449,0.25,2.5,2.113,70.1,17.1,0.426,31,0
15-1-2026-06,15,1,24317,6,4,4,10,1,6.0,5.0,4.333,39,0.1026,2.517,2.427,1.3846,0.9231,356,352.67,2456,2411.67,0.145,42.67,1.3295,0.5,2.17,2.113,70.1,17.1,0.426,30,0
15-2-2024-02,15,2,24289,2,7,4,8,6,6.333,8.5,7.5,21,0.3333,2.754,4.031,0.8444,0.9333,492,690.0,1240,1432.33,0.3968,19.33,1.1101,0.5714,3.83,2.113,70.1,17.1,0.426,28,0
15-2-2024-03,15,2,24290,3,5,7,4,4,5.333,7.833,7.417,15,0.3333,3.023,4.071,0.7191,0.6742,425,477.67,1148,1225.0,0.3702,17.67,0.786,0.2,3.33,2.113,70.1,17.1,0.426,31,0
15-2-2024-04,15,2,24291,4,6,5,7,5,6.0,7.167,7.583,28,0.2143,2.911,3.968,0.7912,0.7912,437,451.33,1171,1186.33,0.3732,21.33,1.377,0.3333,2.67,2.113,70.1,17.1,0.426,30,0
15-2-2024-05,15,2,24292,5,5,6,5,4,5.333,5.833,7.583,17,0.2941,1.344,3.968,0.7033,0.6593,421,427.67,1175,1164.67,0.3583,20.0,0.8127,0.6,2.5,2.113,70.1,17.1,0.426,31,1
15-2-2024-06,15,2,24293,6,8,5,6,3,6.333,5.833,7.917,16,0.5,1.344,3.818,0.8,1.0105,495,451.0,1270,1205.33,0.3898,20.33,0.7649,0.5,2.67,2.113,70.1,17.1,0.426,30,1
15-2-2024-07,15,2,24294,7,13,8,5,17,8.667,7.333,8.75,33,0.3939,2.749,3.744,0.9905,1.4857,451,455.67,1177,1207.33,0.3832,22.0,1.4453,0.6154,3.67,2.113,70.1,17.1,0.426,31,0
15-2-2024-08,15,2,24295,8,8,13,8,9,9.667,7.5,8.0,16,0.5,2.754,2.799,1.2083,1.0,424,456.67,1103,1183.33,0.3844,21.67,0.7442,0.5,3.67,2.113,70.1,17.1,0.426,31,0
15-2-2024-09,15,2,24296,9,12,8,13,10,11.0,8.667,8.25,30,0.4,2.925,3.003,1.3333,1.4545,472,449.0,1214,1164.67,0.3888,26.33,1.3534,0.4167,4.33,2.113,70.1,17.1,0.426,30,0
15-2-2024-10,15,2,24297,10,4,12,8,13,8.0,8.333,7.75,22,0.1818,3.3,3.166,1.0323,0.5161,445,447.0,1190,1169.0,0.3739,22.67,1.0038,0.25,4.17,2.113,70.1,17.1,0.426,31,1
15-2-2024-11,15,2,24298,11,21,4,12,8,12.333,11.0,8.417,32,0.6562,5.354,4.681,1.4653,2.495,967,628.0,1701,1368.33,0.5685,28.0,1.4382,0.6667,6.0,2.113,70.1,17.1,0.426,30,1
15-2-2024-12,15,2,24299,12,20,21,4,4,15.0,13.0,9.417,37,0.5405,6.055,5.664,1.5929,2.1239,992,801.33,1744,1545.0,0.5688,30.33,1.5634,0.6,7.33,2.113,70.1,17.1,0.426,31,0
15-2-2025-01,15,2,24300,1,10,20,21,7,17.0,12.5,9.917,19,0.5263,6.158,5.423,1.7143,1.0084,553,837.33,1290,1578.33,0.4287,29.33,0.7972,0.4,6.67,2.113,70.1,17.1,0.426,31,0
15-2-2025-02,15,2,24301,2,10,10,20,5,13.333,12.833,10.167,24,0.4167,5.956,5.352,1.3115,0.9836,452,665.67,1210,1414.67,0.3736,26.67,0.9965,0.7,7.17,2.113,70.1,17.1,0.426,28,0
15-2-2025-03,15,2,24302,3,7,10,10,6,9.0,12.0,10.333,19,0.3684,6.351,5.217,0.871,0.6774,425,476.67,1077,1192.33,0.3946,20.67,0.7782,0.4286,6.83,2.113,70.1,17.1,0.426,31,0
15-2-2025-04,15,2,24303,4,12,7,10,5,9.667,13.333,10.833,31,0.3871,5.281,5.063,0.8923,1.1077,407,428.0,1168,1151.67,0.3485,24.67,1.2568,0.75,8.17,2.113,70.1,17.1,0.426,30,0
15-2-2025-05,15,2,24304,5,5,12,7,8,8.0,10.667,10.833,15,0.3333,4.749,5.063,0.7385,0.4615,426,419.33,1168,1137.67,0.3647,21.67,0.6122,0.6,6.33,2.113,70.1,17.1,0.426,31,0
15-2-2025-06,15,2,24305,6,4,5,12,13,7.0,8.0,10.5,21,0.1905,2.887,5.362,0.6667,0.381,427,420.0,1190,1175.33,0.3588,22.33,0.8428,1.0,5.0,2.113,70.1,17.1,0.426,30,0
15-2-2025-08,15,2,24307,8,9,4,4,12,5.667,6.833,9.833,21,0.4286,2.911,5.565,0.5763,0.9153,440,439.0,1190,1189.0,0.3697,18.33,0.8873,0.1111,3.67,2.113,70.1,17.1,0.426,31,0
15-2-2025-09,15,2,24308,9,5,9,4,4,6.0,6.5,9.25,15,0.3333,2.986,5.673,0.6486,0.5405,434,441.33,1214,1197.0,0.3575,16.33,0.6691,0.4,3.5,2.113,70.1,17.1,0.426,30,0
15-2-2025-10,15,2,24309,10,5,5,9,21,6.333,5.333,9.333,25,0.2,1.7,5.603,0.6786,0.5357,394,422.67,1104,1169.33,0.3569,20.33,1.1029,0.6,2.5,2.113,70.1,17.1,0.426,31,1
15-2-2025-11,15,2,24310,11,10,5,5,20,6.667,6.167,8.417,25,0.4,2.409,4.387,0.7921,1.1881,979,602.33,1707,1341.67,0.5735,21.67,1.1321,0.6,3.0,2.113,70.1,17.1,0.426,30,1
15-2-2025-12,15,2,24311,12,22,10,5,10,12.333,9.167,8.583,34,0.6471,6.149,4.838,1.4369,2.5631,1016,796.33,1697,1502.67,0.5987,28.0,1.5573,0.5455,4.33,2.113,70.1,17.1,0.426,31,0
15-2-2026-01,15,2,24312,1,8,22,10,10,13.333,9.833,8.417,19,0.4211,5.757,4.821,1.5842,0.9505,513,836.0,1284,1562.67,0.3995,26.0,0.8702,0.625,4.83,2.113,70.1,17.1,0.426,31,0
15-2-2026-02,15,2,24313,2,11,8,22,7,13.667,10.167,8.5,38,0.2895,5.757,4.856,1.6078,1.2941,860,796.33,2265,1748.67,0.3797,30.33,1.6522,0.3636,5.33,2.113,70.1,17.1,0.426,28,0
15-2-2026-03,15,2,24314,3,14,11,8,12,11.0,11.667,9.083,34,0.4118,5.375,5.057,1.211,1.5413,793,722.0,2094,1881.0,0.3787,30.33,1.4021,0.5,6.17,2.113,70.1,17.1,0.426,31,0
15-2-2026-04,15,2,24315,4,11,14,11,5,12.0,12.667,9.0,46,0.2391,4.534,5.017,1.3333,1.2222,904,852.33,2455,2271.33,0.3682,39.33,1.8039,0.2727,6.17,2.113,70.1,17.1,0.426,30,0
15-2-2026-05,15,2,24316,5,9,11,14,4,11.333,12.5,9.333,43,0.2093,4.646,4.871,1.2143,0.9643,870,855.67,2324,2291.0,0.3744,41.0,1.5449,0.5556,6.0,2.113,70.1,17.1,0.426,31,1
15-2-2026-06,15,2,24317,6,17,9,11,4,12.333,11.667,10.417,39,0.4359,3.037,5.008,1.184,1.632,953,909.0,2456,2411.67,0.388,42.67,1.3295,0.5294,5.5,2.113,70.1,17.1,0.426,30,0
15-4-2024-05,15,4,24292,5,5,7,3,6,5.0,4.333,4.167,17,0.2941,1.374,1.772,1.2,1.2,214,220.0,1175,1164.67,0.1821,20.0,0.8127,0.6,2.17,2.113,70.1,17.1,0.426,31,0
15-4-2024-09,15,4,24296,9,9,4,5,4,6.0,5.333,4.75,30,0.3,2.211,1.92,1.2632,1.8947,224,209.0,1214,1164.67,0.1845,26.33,1.3534,0.3333,2.5,2.113,70.1,17.1,0.426,30,0
15-4-2024-10,15,4,24297,10,8,9,4,7,7.0,5.5,5.083,22,0.3636,2.363,2.1,1.377,1.5738,229,214.0,1190,1169.0,0.1924,22.67,1.0038,0.5,2.5,2.113,70.1,17.1,0.426,31,0
15-4-2024-11,15,4,24298,11,5,8,9,3,7.333,5.5,4.917,32,0.1562,2.363,2.019,1.4915,1.0169,215,222.67,1701,1368.33,0.1264,28.0,1.4382,0.8,2.67,2.113,70.1,17.1,0.426,30,0
15-4-2024-12,15,4,24299,12,5,5,8,4,6.0,6.0,5.083,37,0.1351,1.826,1.935,1.1803,0.9836,202,215.33,1744,1545.0,0.1158,30.33,1.5634,0.4,2.83,2.113,70.1,17.1,0.426,31,0
15-4-2025-11,15,4,24310,11,6,8,3,5,5.667,4.5,4.25,25,0.24,1.893,1.639,1.3333,1.4118,210,220.67,1707,1341.67,0.123,21.67,1.1321,0.5,2.0,2.113,70.1,17.1,0.426,30,0
15-4-2025-12,15,4,24311,12,2,6,8,4,5.333,4.167,4.0,34,0.0588,2.115,1.732,1.3333,0.5,185,203.33,1697,1502.67,0.109,28.0,1.5573,0.0,1.83,2.113,70.1,17.1,0.426,31,0
15-4-2026-02,15,4,24313,2,9,4,2,2,5.0,5.333,4.417,38,0.2368,2.56,2.216,1.1321,2.0377,390,268.0,2265,1748.67,0.1722,30.33,1.6522,0.5556,2.33,2.113,70.1,17.1,0.426,28,0
15-4-2026-03,15,4,24314,3,7,9,4,6,6.667,6.0,4.833,34,0.2059,2.38,2.192,1.3793,1.4483,375,331.33,2094,1881.0,0.1791,30.33,1.4021,1.0,3.33,2.113,70.1,17.1,0.426,31,0
15-4-2026-04,15,4,24315,4,9,7,9,3,8.333,6.167,5.083,46,0.1957,2.544,2.465,1.6393,1.7705,465,410.0,2455,2271.33,0.1894,39.33,1.8039,0.6667,3.83,2.113,70.1,17.1,0.426,30,1
15-4-2026-05,15,4,24316,5,12,9,7,4,9.333,7.167,5.833,43,0.2791,3.337,3.023,1.6,2.0571,431,423.67,2324,2291.0,0.1855,41.0,1.5449,0.6667,4.67,2.113,70.1,17.1,0.426,31,0
15-4-2026-06,15,4,24317,6,5,12,9,3,8.667,7.667,5.917,39,0.1282,2.687,2.985,1.4648,0.8451,434,443.33,2456,2411.67,0.1767,42.67,1.3295,0.6,5.17,2.113,70.1,17.1,0.426,30,0
15-7-2026-06,15,7,24317,6,6,5,4,2,5.0,3.0,1.917,39,0.1538,2.082,1.935,2.6087,3.1304,144,133.33,2456,2411.67,0.0586,42.67,1.3295,0.5,1.5,2.113,70.1,17.1,0.426,30,0
16-2-2024-02,16,2,24289,2,7,8,8,4,7.667,7.667,6.0,20,0.35,4.714,3.742,1.2778,1.1667,492,690.0,1240,1432.33,0.3968,18.0,1.326,0.8571,4.5,1.942,73.7,19.5,0.23,28,0
16-2-2024-03,16,2,24290,3,8,7,8,4,7.667,8.667,6.333,17,0.4706,3.986,3.727,1.2105,1.2632,425,477.67,1148,1225.0,0.3702,16.67,1.1027,0.25,4.5,1.942,73.7,19.5,0.23,31,0
16-2-2024-04,16,2,24291,4,10,8,7,4,8.333,9.667,6.833,15,0.6667,3.399,3.782,1.2195,1.4634,437,451.33,1171,1186.33,0.3732,17.33,0.9326,0.5,4.83,1.942,73.7,19.5,0.23,30,0
16-2-2024-05,16,2,24292,5,1,10,8,5,6.333,7.0,6.583,15,0.0667,2.828,4.051,0.962,0.1519,421,427.67,1175,1164.67,0.3583,15.67,0.8911,1.0,4.17,1.942,73.7,19.5,0.23,31,0
16-2-2024-06,16,2,24293,6,5,1,10,5,5.333,6.5,6.583,14,0.3571,2.872,4.051,0.8101,0.7595,495,451.0,1270,1205.33,0.3898,14.67,0.84,0.8,3.83,1.942,73.7,19.5,0.23,30,0
16-2-2024-08,16,2,24295,8,7,3,5,2,5.0,5.667,6.667,18,0.3889,3.037,4.089,0.75,1.05,424,456.67,1103,1183.33,0.3844,13.67,1.0854,0.4286,2.67,1.942,73.7,19.5,0.23,31,0
16-2-2024-09,16,2,24296,9,6,7,3,4,5.333,5.333,7.0,16,0.375,2.867,3.851,0.7619,0.8571,472,449.0,1214,1164.67,0.3888,14.33,0.932,0.5,2.83,1.942,73.7,19.5,0.23,30,0
16-2-2024-10,16,2,24297,10,2,6,7,17,5.0,4.0,6.833,8,0.25,2.16,4.017,0.7317,0.2927,445,447.0,1190,1169.0,0.3739,14.0,0.5,0.5,2.17,1.942,73.7,19.5,0.23,31,1
16-2-2024-11,16,2,24298,11,16,2,6,8,8.0,6.5,6.75,23,0.6957,4.573,3.811,1.1852,2.3704,967,628.0,1701,1368.33,0.5685,15.67,1.4603,0.375,3.0,1.942,73.7,19.5,0.23,30,0
16-2-2024-12,16,2,24299,12,6,16,2,8,8.0,6.667,6.583,19,0.3158,4.534,3.796,1.2152,0.9114,992,801.33,1744,1545.0,0.5688,16.67,1.2193,0.1667,2.5,1.942,73.7,19.5,0.23,31,0
16-2-2025-01,16,2,24300,1,8,6,16,7,10.0,7.5,6.583,18,0.4444,4.233,3.796,1.519,1.2152,553,837.33,1290,1578.33,0.4287,20.0,1.125,0.875,3.5,1.942,73.7,19.5,0.23,31,0
16-2-2025-02,16,2,24301,2,6,8,6,8,6.667,7.333,6.5,16,0.375,4.269,3.797,1.0256,0.9231,452,665.67,1210,1414.67,0.3736,17.67,1.0213,0.1667,3.17,1.942,73.7,19.5,0.23,28,0
16-2-2025-03,16,2,24302,3,5,6,8,10,6.333,7.167,6.25,13,0.3846,4.337,3.789,1.0133,0.8,425,476.67,1077,1192.33,0.3946,15.67,0.8478,0.6,3.17,1.942,73.7,19.5,0.23,31,0
16-2-2025-04,16,2,24303,4,6,5,6,1,5.667,7.833,5.917,17,0.3529,3.76,3.616,0.9577,1.0141,407,428.0,1168,1151.67,0.3485,15.33,1.0968,0.6667,3.67,1.942,73.7,19.5,0.23,30,0
16-2-2025-06,16,2,24305,6,7,2,6,3,5.0,5.667,6.167,14,0.5,1.886,3.508,0.8108,1.1351,427,420.0,1190,1175.33,0.3588,15.0,0.9081,0.5714,3.33,1.942,73.7,19.5,0.23,30,0
16-2-2025-07,16,2,24306,7,6,7,2,7,5.0,5.333,6.417,17,0.3529,1.599,3.378,0.7792,0.9351,450,434.33,1187,1181.67,0.3791,15.0,1.057,0.5,2.67,1.942,73.7,19.5,0.23,31,0
16-2-2025-08,16,2,24307,8,4,6,7,6,5.667,5.0,6.167,16,0.25,1.633,3.436,0.9189,0.6486,440,439.0,1190,1189.0,0.3697,15.67,1.0052,0.5,2.83,1.942,73.7,19.5,0.23,31,0
16-2-2025-11,16,2,24310,11,15,5,4,6,8.0,6.833,6.167,28,0.5357,3.804,3.051,1.2973,2.4324,979,602.33,1707,1341.67,0.5735,17.67,1.7056,0.6,4.0,1.942,73.7,19.5,0.23,30,1
16-2-2025-12,16,2,24311,12,16,15,5,8,12.0,8.333,7.0,27,0.5926,5.121,4.082,1.7143,2.2857,1016,796.33,1697,1502.67,0.5987,22.0,1.5805,0.1875,3.83,1.942,73.7,19.5,0.23,31,0
16-2-2026-01,16,2,24312,1,6,16,15,6,12.333,8.333,6.833,14,0.4286,5.121,4.079,1.8049,0.878,513,836.0,1284,1562.67,0.3995,23.0,0.8358,0.0,3.33,1.942,73.7,19.5,0.23,31,0
16-2-2026-02,16,2,24313,2,17,6,16,5,13.0,10.5,7.75,31,0.5484,5.56,4.935,1.6774,2.1935,860,796.33,2265,1748.67,0.3797,24.0,1.7222,0.3529,4.0,1.942,73.7,19.5,0.23,28,0
16-2-2026-03,16,2,24314,3,10,17,6,6,11.0,11.5,8.167,28,0.3571,4.787,4.896,1.3469,1.2245,793,722.0,2094,1881.0,0.3787,24.33,1.4545,0.5,4.17,1.942,73.7,19.5,0.23,31,0
16-2-2026-04,16,2,24315,4,11,10,17,2,12.667,12.5,8.583,35,0.3143,3.862,4.907,1.4757,1.2816,904,852.33,2455,2271.33,0.3682,31.33,1.6867,0.5455,4.83,1.942,73.7,19.5,0.23,30,0
