prior_cases,days_since_last,span_days,rate_per_yr,n_districts,n_heads,heinous,target_back_180
1,111,111,1.0,1,1,0,1
1,141,141,1.0,1,1,0,1
2,16,171,2.0,2,2,0,0
2,46,201,2.0,2,2,0,0
2,76,231,2.0,2,2,0,0
2,106,261,2.0,2,2,0,0
2,136,291,2.0,2,2,0,0
2,166,321,2.0,2,2,0,0
2,196,351,2.0,2,2,0,0
2,226,381,1.9173,2,2,0,0
2,256,411,1.7774,2,2,0,0
2,286,441,1.6565,2,2,0,0
2,316,471,1.551,2,2,0,0
2,346,501,1.4581,2,2,0,0
2,376,531,1.3757,2,2,0,0
2,406,561,1.3021,2,2,0,0
2,436,591,1.236,2,2,0,0
2,466,621,1.1763,2,2,0,0
2,496,651,1.1221,2,2,0,0
2,526,681,1.0727,2,2,0,0
2,556,711,1.0274,2,2,0,0
2,586,741,0.9858,2,2,0,0
2,616,771,0.9475,2,2,0,0
1,28,28,1.0,1,1,0,1
1,58,58,1.0,1,1,0,1
1,88,88,1.0,1,1,1,0
1,118,118,1.0,1,1,1,0
1,148,148,1.0,1,1,1,0
1,178,178,1.0,1,1,1,0
1,208,208,1.0,1,1,1,0
1,238,238,1.0,1,1,1,0
1,268,268,1.0,1,1,1,0
1,298,298,1.0,1,1,1,0
1,328,328,1.0,1,1,1,0
1,358,358,1.0,1,1,1,0
1,388,388,0.9414,1,1,1,0
1,418,418,0.8738,1,1,1,0
1,448,448,0.8153,1,1,1,0
1,478,478,0.7641,1,1,1,0
1,508,508,0.719,1,1,1,0
1,538,538,0.6789,1,1,1,0
1,568,568,0.643,1,1,1,0
1,598,598,0.6108,1,1,1,0
1,628,628,0.5816,1,1,1,1
1,658,658,0.5551,1,1,1,1
1,688,688,0.5309,1,1,1,1
1,718,718,0.5087,1,1,1,1
1,748,748,0.4883,1,1,1,1
1,778,778,0.4695,1,1,1,1
2,9,808,0.9041,2,2,1,0
2,38,323,2.0,2,2,0,0
2,68,353,2.0,2,2,0,0
2,98,383,1.9073,2,2,0,0
2,128,413,1.7688,2,2,0,0
2,158,443,1.649,2,2,0,0
2,188,473,1.5444,2,2,0,0
2,218,503,1.4523,2,2,0,1
2,248,533,1.3705,2,2,0,1
2,278,563,1.2975,2,2,0,1
2,308,593,1.2319,2,2,0,1
2,338,623,1.1726,2,2,0,1
2,368,653,1.1187,2,2,0,1
3,28,683,1.6043,3,2,1,1
3,58,713,1.5368,3,2,1,1
3,88,743,1.4748,3,2,1,1
3,118,773,1.4175,3,2,1,1
3,148,803,1.3646,3,2,1,1
4,13,833,1.7539,4,3,1,1
4,43,863,1.6929,4,3,1,1
4,73,893,1.6361,4,3,1,1
4,103,923,1.5829,4,3,1,1
5,14,953,1.9163,5,4,1,1
5,44,983,1.8578,5,4,1,1
5,74,1013,1.8028,5,4,1,1
5,104,1043,1.751,5,4,1,1
1,26,26,1.0,1,1,0,0
1,56,56,1.0,1,1,0,1
1,86,86,1.0,1,1,0,1
1,116,116,1.0,1,1,0,1
1,146,146,1.0,1,1,0,1
1,176,176,1.0,1,1,0,1
1,206,206,1.0,1,1,0,1
2,0,236,2.0,2,2,0,0
2,30,266,2.0,2,2,0,0
2,60,296,2.0,2,2,0,0
2,101,178,2.0,1,1,0,1
2,131,208,2.0,1,1,0,1
2,161,238,2.0,1,1,0,1
2,191,268,2.0,1,1,0,1
3,12,298,3.0,1,2,0,0
3,42,328,3.0,1,2,0,0
3,72,358,3.0,1,2,0,0
3,102,388,2.8241,1,2,0,0
3,132,418,2.6214,1,2,0,0
3,162,448,2.4459,1,2,0,0
3,192,478,2.2924,1,2,0,0
3,222,508,2.157,1,2,0,0
3,252,538,2.0367,1,2,0,0
3,282,568,1.9291,1,2,0,0
3,312,598,1.8324,1,2,0,0
3,342,628,1.7448,1,2,0,0
3,372,658,1.6653,1,2,0,0
3,402,688,1.5927,1,2,0,0
3,432,718,1.5261,1,2,0,1
3,462,748,1.4649,1,2,0,1
3,492,778,1.4084,1,2,0,1
3,522,808,1.3561,1,2,0,1
3,552,838,1.3076,1,2,0,1
3,582,868,1.2624,1,2,0,1
4,22,898,1.6269,2,3,0,1
2,159,357,2.0,2,2,0,0
2,189,387,1.8876,2,2,0,0
2,219,417,1.7518,2,2,0,0
2,249,447,1.6342,2,2,0,0
2,279,477,1.5314,2,2,0,0
2,309,507,1.4408,2,2,0,0
2,339,537,1.3603,2,2,0,0
2,369,567,1.2884,2,2,0,1
2,399,597,1.2236,2,2,0,1
2,429,627,1.1651,2,2,0,1
2,459,657,1.1119,2,2,0,1
2,489,687,1.0633,2,2,0,1
2,519,717,1.0188,2,2,0,1
3,24,747,1.4669,3,3,0,0
3,54,777,1.4102,3,3,0,0
3,84,807,1.3578,3,3,0,0
3,114,837,1.3091,3,3,0,0
3,144,867,1.2638,3,3,0,0
3,174,897,1.2216,3,3,0,1
3,204,927,1.182,3,3,0,1
3,234,957,1.145,3,3,0,1
3,264,987,1.1102,3,3,0,1
3,294,1017,1.0774,3,3,0,1
3,324,1047,1.0466,3,3,0,1
4,22,1077,1.3565,4,4,0,0
1,58,58,1.0,1,1,0,1
1,88,88,1.0,1,1,0,1
1,118,118,1.0,1,1,0,1
1,148,148,1.0,1,1,0,1
2,19,178,2.0,2,2,0,0
2,49,208,2.0,2,2,0,0
2,79,238,2.0,2,2,0,0
2,109,268,2.0,2,2,0,0
2,139,298,2.0,2,2,0,0
2,169,328,2.0,2,2,0,0
2,199,358,2.0,2,2,0,0
2,229,388,1.8827,2,2,0,0
2,259,418,1.7476,2,2,0,0
2,289,448,1.6306,2,2,0,0
2,319,478,1.5282,2,2,0,0
2,349,508,1.438,2,2,0,0
2,379,538,1.3578,2,2,0,0
2,409,568,1.2861,2,2,0,0
2,439,598,1.2216,2,2,0,0
2,469,628,1.1632,2,2,0,0
2,499,658,1.1102,2,2,0,0
2,529,688,1.0618,2,2,0,0
2,559,718,1.0174,2,2,0,0
2,589,748,0.9766,2,2,0,0
2,619,778,0.9389,2,2,0,1
1,58,58,1.0,1,1,0,1
1,88,88,1.0,1,1,0,1
2,29,118,2.0,1,2,0,0
2,59,148,2.0,1,2,0,1
2,89,178,2.0,1,2,0,1
2,119,208,2.0,1,2,0,1
2,149,238,2.0,1,2,0,1
2,179,268,2.0,1,2,0,1
2,209,298,2.0,1,2,0,1
3,18,328,3.0,1,2,0,1
3,48,358,3.0,1,2,0,1
4,20,388,3.7655,2,2,1,0
4,50,418,3.4952,2,2,1,0
4,80,448,3.2612,2,2,1,0
4,110,478,3.0565,2,2,1,0
4,140,508,2.876,2,2,1,0
4,170,538,2.7156,2,2,1,0
4,200,568,2.5722,2,2,1,0
4,230,598,2.4431,2,2,1,0
4,260,628,2.3264,2,2,1,0
4,290,658,2.2204,2,2,1,0
4,320,688,2.1235,2,2,1,0
4,350,718,2.0348,2,2,1,0
4,380,748,1.9532,2,2,1,1
4,410,778,1.8779,2,2,1,1
2,56,214,2.0,1,1,1,1
2,86,244,2.0,1,1,1,1
2,116,274,2.0,1,1,1,1
2,146,304,2.0,1,1,1,1
2,176,334,2.0,1,1,1,1
2,206,364,2.0,1,1,1,1
3,3,394,2.7811,1,2,1,1
3,33,424,2.5843,1,2,1,1
3,63,454,2.4135,1,2,1,1
3,93,484,2.2639,1,2,1,1
3,123,514,2.1318,1,2,1,1
4,10,544,2.6857,1,2,1,1
4,40,574,2.5453,1,2,1,1
5,14,604,3.0236,1,2,1,0
5,44,634,2.8805,1,2,1,0
5,74,664,2.7504,1,2,1,0
5,104,694,2.6315,1,2,1,0
5,134,724,2.5224,1,2,1,0
5,164,754,2.4221,1,2,1,0
5,194,784,2.3294,1,2,1,0
5,224,814,2.2436,1,2,1,0
5,254,844,2.1638,1,2,1,0
5,284,874,2.0895,1,2,1,0
5,314,904,2.0202,1,2,1,0
5,344,934,1.9553,1,2,1,0
1,4,4,1.0,1,1,0,0
1,34,34,1.0,1,1,0,0
1,64,64,1.0,1,1,0,0
1,94,94,1.0,1,1,0,0
1,124,124,1.0,1,1,0,1
1,154,154,1.0,1,1,0,1
1,184,184,1.0,1,1,0,1
1,214,214,1.0,1,1,0,1
1,244,244,1.0,1,1,0,1
1,274,274,1.0,1,1,0,1
2,27,304,2.0,1,2,0,0
2,57,334,2.0,1,2,0,0
2,87,364,2.0,1,2,0,0
2,117,394,1.8541,1,2,0,0
2,147,424,1.7229,1,2,0,0
2,177,454,1.609,1,2,0,0
2,207,484,1.5093,1,2,0,0
2,237,514,1.4212,1,2,0,0
2,267,544,1.3428,1,2,0,0
2,297,574,1.2726,1,2,0,0
2,327,604,1.2094,1,2,0,0
2,357,634,1.1522,1,2,0,0
2,387,664,1.1002,1,2,0,0
2,417,694,1.0526,1,2,0,0
1,20,20,1.0,1,1,0,0
1,50,50,1.0,1,1,0,0
1,80,80,1.0,1,1,0,0
1,110,110,1.0,1,1,0,0
1,140,140,1.0,1,1,0,0
1,170,170,1.0,1,1,0,0
1,200,200,1.0,1,1,0,0
1,230,230,1.0,1,1,0,0
1,260,260,1.0,1,1,0,0
1,290,290,1.0,1,1,0,0
1,320,320,1.0,1,1,0,0
1,350,350,1.0,1,1,0,0
1,380,380,0.9612,1,1,0,0
1,410,410,0.8909,1,1,0,0
1,440,440,0.8301,1,1,0,0
1,470,470,0.7771,1,1,0,0
1,500,500,0.7305,1,1,0,0
1,530,530,0.6892,1,1,0,1
1,560,560,0.6522,1,1,0,1
1,590,590,0.6191,1,1,0,1
1,620,620,0.5891,1,1,0,1
1,28,28,1.0,1,1,1,0
1,58,58,1.0,1,1,1,1
1,88,88,1.0,1,1,1,1
1,118,118,1.0,1,1,1,1
1,148,148,1.0,1,1,1,1
1,178,178,1.0,1,1,1,1
1,208,208,1.0,1,1,1,1
2,16,238,2.0,2,2,1,0
2,46,268,2.0,2,2,1,0
2,76,298,2.0,2,2,1,0
2,106,328,2.0,2,2,1,0
2,136,358,2.0,2,2,1,0
2,166,388,1.8827,2,2,1,0
2,196,418,1.7476,2,2,1,0
2,226,448,1.6306,2,2,1,0
2,256,478,1.5282,2,2,1,0
2,286,508,1.438,2,2,1,0
2,316,538,1.3578,2,2,1,0
1,29,29,1.0,1,1,0,0
1,59,59,1.0,1,1,0,0
1,89,89,1.0,1,1,0,0
1,119,119,1.0,1,1,0,0
1,149,149,1.0,1,1,0,0
1,179,179,1.0,1,1,0,1
1,209,209,1.0,1,1,0,1
1,239,239,1.0,1,1,0,1
2,53,223,2.0,1,2,0,0
2,83,253,2.0,1,2,0,0
2,113,283,2.0,1,2,0,0
2,143,313,2.0,1,2,0,0
2,173,343,2.0,1,2,0,0
2,203,373,1.9584,1,2,0,0
2,233,403,1.8127,1,2,0,0
2,263,433,1.6871,1,2,0,1
2,293,463,1.5778,1,2,0,1
2,323,493,1.4817,1,2,0,1
2,353,523,1.3967,1,2,0,1
2,383,553,1.321,1,2,0,1
2,413,583,1.253,1,2,0,1
3,11,613,1.7875,2,3,0,0
3,41,643,1.7041,2,3,0,0
3,71,673,1.6282,2,3,0,0
3,101,703,1.5587,2,3,0,0
3,131,733,1.4949,2,3,0,0
3,161,763,1.4361,2,3,0,0
3,191,793,1.3818,2,3,0,0
3,221,823,1.3314,2,3,0,0
3,251,853,1.2846,2,3,0,0
3,281,883,1.2409,2,3,0,0
3,311,913,1.2002,2,3,0,0
3,341,943,1.162,2,3,0,0
2,87,116,2.0,2,1,0,0
2,117,146,2.0,2,1,0,0
2,147,176,2.0,2,1,0,0
2,177,206,2.0,2,1,0,0
2,207,236,2.0,2,1,0,0
2,237,266,2.0,2,1,0,1
2,267,296,2.0,2,1,0,1
2,297,326,2.0,2,1,0,1
2,327,356,2.0,2,1,0,1
2,357,386,1.8925,2,1,0,1
2,387,416,1.756,2,1,0,1
3,5,446,2.4568,3,2,0,0
3,35,476,2.302,3,2,0,0
3,65,506,2.1655,3,2,0,0
3,95,536,2.0443,3,2,0,0
3,125,566,1.936,3,2,0,0
3,155,596,1.8385,3,2,0,0
3,185,626,1.7504,3,2,0,0
3,215,656,1.6704,3,2,0,0
3,245,686,1.5973,3,2,0,0
3,275,716,1.5304,3,2,0,0
3,305,746,1.4688,3,2,0,0
3,335,776,1.412,3,2,0,0
3,365,806,1.3595,3,2,0,0
3,395,836,1.3107,3,2,0,0
1,315,315,1.0,1,1,1,0
1,345,345,1.0,1,1,1,0
1,375,375,0.974,1,1,1,0
1,405,405,0.9019,1,1,1,0
1,435,435,0.8397,1,1,1,1
1,465,465,0.7855,1,1,1,1
1,495,495,0.7379,1,1,1,1
1,525,525,0.6957,1,1,1,1
1,555,555,0.6581,1,1,1,1
1,585,585,0.6244,1,1,1,1
2,11,615,1.1878,2,1,1,0
2,41,645,1.1326,2,1,1,0
2,71,675,1.0822,2,1,1,0
2,101,705,1.0362,2,1,1,1
2,131,735,0.9939,2,1,1,1
2,161,765,0.9549,2,1,1,1
2,191,795,0.9189,2,1,1,1
2,221,825,0.8855,2,1,1,1
2,251,855,0.8544,2,1,1,1
3,20,885,1.2381,3,2,1,0
3,50,915,1.1975,3,2,1,0
3,80,945,1.1595,3,2,1,1
3,110,975,1.1238,3,2,1,1
3,140,1005,1.0903,3,2,1,1
3,170,1035,1.0587,3,2,1,1
1,80,80,1.0,1,1,0,0
1,110,110,1.0,1,1,0,0
1,140,140,1.0,1,1,0,0
1,170,170,1.0,1,1,0,0
1,200,200,1.0,1,1,0,0
1,230,230,1.0,1,1,0,0
1,260,260,1.0,1,1,0,0
1,290,290,1.0,1,1,0,0
1,320,320,1.0,1,1,0,0
1,350,350,1.0,1,1,0,0
1,380,380,0.9612,1,1,0,1
1,410,410,0.8909,1,1,0,1
1,440,440,0.8301,1,1,0,1
1,470,470,0.7771,1,1,0,1
1,500,500,0.7305,1,1,0,1
1,530,530,0.6892,1,1,0,1
2,24,560,1.3045,2,1,0,1
2,54,590,1.2381,2,1,0,1
2,84,620,1.1782,2,1,0,1
2,114,650,1.1238,2,1,0,1
2,144,680,1.0743,2,1,0,1
3,26,710,1.5433,3,1,0,1
4,12,740,1.9743,4,1,0,1
6,10,770,2.8461,6,2,0,0
6,40,800,2.7394,6,2,0,0
3,82,351,3.0,3,2,0,0
3,112,381,2.876,3,2,0,0
3,142,411,2.6661,3,2,0,0
3,172,441,2.4847,3,2,0,0
3,202,471,2.3264,3,2,0,1
3,232,501,2.1871,3,2,0,1
3,262,531,2.0636,3,2,0,1
3,292,561,1.9532,3,2,0,1
3,322,591,1.8541,3,2,0,1
3,352,621,1.7645,3,2,0,1
4,10,651,2.2442,4,2,1,0
4,40,681,2.1454,4,2,1,0
4,70,711,2.0549,4,2,1,0
4,100,741,1.9717,4,2,1,1
4,130,771,1.8949,4,2,1,1
4,160,801,1.824,4,2,1,1
4,190,831,1.7581,4,2,1,1
4,220,861,1.6969,4,2,1,1
4,250,891,1.6397,4,2,1,1
5,20,921,1.9829,4,2,1,0
5,50,951,1.9203,4,2,1,1
5,80,981,1.8616,4,2,1,1
5,110,1011,1.8064,4,2,1,1
5,140,1041,1.7543,4,2,1,1
5,170,1071,1.7052,4,2,1,1
1,5,5,1.0,1,1,0,0
1,35,35,1.0,1,1,0,0
1,65,65,1.0,1,1,0,0
1,95,95,1.0,1,1,0,0
1,125,125,1.0,1,1,0,0
1,155,155,1.0,1,1,0,0
1,185,185,1.0,1,1,0,0
1,215,215,1.0,1,1,0,0
1,245,245,1.0,1,1,0,0
1,275,275,1.0,1,1,0,0
1,305,305,1.0,1,1,0,1
1,335,335,1.0,1,1,0,1
1,365,365,1.0,1,1,0,1
1,395,395,0.9247,1,1,0,1
1,20,20,1.0,1,1,0,0
1,50,50,1.0,1,1,0,1
1,80,80,1.0,1,1,0,1
1,110,110,1.0,1,1,0,1
1,140,140,1.0,1,1,0,1
1,170,170,1.0,1,1,0,1
1,200,200,1.0,1,1,0,1
2,12,230,2.0,2,1,1,0
2,42,260,2.0,2,1,1,0
2,72,290,2.0,2,1,1,1
1,298,298,1.0,1,1,0,0
1,328,328,1.0,1,1,0,0
1,358,358,1.0,1,1,0,0
1,388,388,0.9414,1,1,0,0
1,418,418,0.8738,1,1,0,0
1,448,448,0.8153,1,1,0,0
1,478,478,0.7641,1,1,0,0
1,508,508,0.719,1,1,0,0
1,538,538,0.6789,1,1,0,1
1,568,568,0.643,1,1,0,1
1,598,598,0.6108,1,1,0,1
1,628,628,0.5816,1,1,0,1
1,658,658,0.5551,1,1,0,1
1,688,688,0.5309,1,1,0,1
2,11,718,1.0174,2,2,1,0
2,41,748,0.9766,2,2,1,0
2,71,778,0.9389,2,2,1,1
2,101,808,0.9041,2,2,1,1
2,131,838,0.8717,2,2,1,1
2,161,868,0.8416,2,2,1,1
2,191,898,0.8135,2,2,1,1
2,221,928,0.7872,2,2,1,1
3,4,958,1.1438,2,2,1,0
3,34,988,1.1091,2,2,1,0
3,64,1018,1.0764,2,2,1,0
2,224,305,2.0,2,2,1,0
2,254,335,2.0,2,2,1,0
2,284,365,2.0,2,2,1,0
2,314,395,1.8494,2,2,1,0
2,344,425,1.7188,2,2,1,0
2,374,455,1.6055,2,2,1,0
2,404,485,1.5062,2,2,1,0
2,434,515,1.4184,2,2,1,0
2,464,545,1.3404,2,2,1,1
2,494,575,1.2704,2,2,1,1
2,524,605,1.2074,2,2,1,1
2,554,635,1.1504,2,2,1,1
2,584,665,1.0985,2,2,1,1
2,614,695,1.0511,2,2,1,1
3,20,725,1.5114,2,2,1,1
3,50,755,1.4513,2,2,1,1
4,1,785,1.8611,2,3,1,1
5,9,815,2.2408,3,4,1,1
6,6,845,2.5935,4,4,1,1
6,36,875,2.5046,4,4,1,1
6,66,905,2.4215,4,4,1,1
7,13,935,2.7345,4,5,1,1
7,43,965,2.6495,4,5,1,1
8,14,995,2.9367,5,5,2,1
8,44,1025,2.8507,5,5,2,1
2,79,109,2.0,2,1,0,0
2,109,139,2.0,2,1,0,0
2,139,169,2.0,2,1,0,0
2,169,199,2.0,2,1,0,0
2,199,229,2.0,2,1,0,0
2,229,259,2.0,2,1,0,0
2,259,289,2.0,2,1,0,1
2,289,319,2.0,2,1,0,1
2,319,349,2.0,2,1,0,1
2,349,379,1.9274,2,1,0,1
2,379,409,1.7861,2,1,0,1
2,409,439,1.664,2,1,0,1
3,23,469,2.3364,2,2,0,1
3,53,499,2.1959,2,2,0,1
3,83,529,2.0714,2,2,0,1
3,113,559,1.9602,2,2,0,1
3,143,589,1.8604,2,2,0,1
3,173,619,1.7702,2,2,0,1
4,4,649,2.2512,2,2,1,0
4,34,679,2.1517,2,2,1,0
4,64,709,2.0606,2,2,1,0
4,94,739,1.977,2,2,1,1
4,124,769,1.8999,2,2,1,1
4,154,799,1.8285,2,2,1,1
4,184,829,1.7624,2,2,1,1
1,348,348,1.0,1,1,0,1
1,378,378,0.9663,1,1,0,1
1,408,408,0.8952,1,1,0,1
1,438,438,0.8339,1,1,0,1
1,468,468,0.7804,1,1,0,1
1,498,498,0.7334,1,1,0,1
2,8,528,1.3835,1,2,1,0
2,38,558,1.3091,1,2,1,0
2,68,588,1.2423,1,2,1,0
2,98,618,1.182,1,2,1,0
2,128,648,1.1273,1,2,1,0
2,158,678,1.0774,1,2,1,0
2,188,708,1.0318,1,2,1,0
2,218,738,0.9898,1,2,1,0
2,248,768,0.9512,1,2,1,0
2,278,798,0.9154,1,2,1,0
2,308,828,0.8822,1,2,1,0
2,338,858,0.8514,1,2,1,0
2,368,888,0.8226,1,2,1,0
2,398,918,0.7958,1,2,1,0
2,428,948,0.7706,1,2,1,1
2,458,978,0.7469,1,2,1,1
2,488,1008,0.7247,1,2,1,1
2,518,1038,0.7038,1,2,1,1
2,548,1068,0.684,1,2,1,1
2,122,172,2.0,2,2,0,1
2,152,202,2.0,2,2,0,1
3,5,232,3.0,2,2,0,0
3,35,262,3.0,2,2,0,0
3,65,292,3.0,2,2,0,0
3,95,322,3.0,2,2,0,0
3,125,352,3.0,2,2,0,0
3,155,382,2.8685,2,2,0,0
3,185,412,2.6596,2,2,0,0
3,215,442,2.4791,2,2,0,0
3,245,472,2.3215,2,2,0,1
3,275,502,2.1828,2,2,0,1
3,305,532,2.0597,2,2,0,1
3,335,562,1.9497,2,2,0,1
3,365,592,1.8509,2,2,0,1
3,395,622,1.7617,2,2,0,1
4,28,652,2.2408,2,3,0,0
4,58,682,2.1422,2,3,0,0
4,88,712,2.052,2,3,0,0
4,118,742,1.969,2,3,0,0
4,148,772,1.8925,2,3,0,0
4,178,802,1.8217,2,3,0,0
4,208,832,1.756,2,3,0,0
4,238,862,1.6949,2,3,0,0
4,268,892,1.6379,2,3,0,0
1,191,191,1.0,1,1,0,0
1,221,221,1.0,1,1,0,0
1,251,251,1.0,1,1,0,0
1,281,281,1.0,1,1,0,0
1,311,311,1.0,1,1,0,0
1,341,341,1.0,1,1,0,1
1,371,371,0.9845,1,1,0,1
1,401,401,0.9108,1,1,0,1
1,431,431,0.8474,1,1,0,1
1,461,461,0.7923,1,1,0,1
1,491,491,0.7439,1,1,0,1
2,12,521,1.4021,2,2,0,0
2,42,551,1.3258,2,2,0,0
2,72,581,1.2573,2,2,0,0
2,102,611,1.1956,2,2,0,0
2,132,641,1.1396,2,2,0,0
2,162,671,1.0887,2,2,0,0
2,192,701,1.0421,2,2,0,0
2,222,731,0.9993,2,2,0,0
2,252,761,0.9599,2,2,0,0
2,282,791,0.9235,2,2,0,0
2,312,821,0.8898,2,2,0,0
2,342,851,0.8584,2,2,0,0
2,372,881,0.8292,2,2,0,0
2,402,911,0.8019,2,2,0,0
2,40,245,2.0,2,1,0,0
2,70,275,2.0,2,1,0,0
2,100,305,2.0,2,1,0,0
2,130,335,2.0,2,1,0,0
2,160,365,2.0,2,1,0,0
2,190,395,1.8494,2,1,0,0
2,220,425,1.7188,2,1,0,0
2,250,455,1.6055,2,1,0,0
2,280,485,1.5062,2,1,0,0
2,310,515,1.4184,2,1,0,0
2,340,545,1.3404,2,1,0,0
2,370,575,1.2704,2,1,0,0
2,400,605,1.2074,2,1,0,0
2,430,635,1.1504,2,1,0,0
2,460,665,1.0985,2,1,0,0
2,490,695,1.0511,2,1,0,0
2,520,725,1.0076,2,1,0,0
2,550,755,0.9675,2,1,0,0
2,580,785,0.9306,2,1,0,0
2,610,815,0.8963,2,1,0,0
2,640,845,0.8645,2,1,0,0
2,670,875,0.8349,2,1,0,0
2,700,905,0.8072,2,1,0,0
2,730,935,0.7813,2,1,0,0
2,760,965,0.757,2,1,0,0
1,101,101,1.0,1,1,1,0
1,131,131,1.0,1,1,1,0
1,161,161,1.0,1,1,1,0
1,191,191,1.0,1,1,1,0
1,221,221,1.0,1,1,1,0
1,251,251,1.0,1,1,1,0
1,281,281,1.0,1,1,1,0
1,311,311,1.0,1,1,1,0
1,341,341,1.0,1,1,1,0
1,371,371,0.9845,1,1,1,1
1,401,401,0.9108,1,1,1,1
1,431,431,0.8474,1,1,1,1
1,461,461,0.7923,1,1,1,1
1,491,491,0.7439,1,1,1,1
1,521,521,0.7011,1,1,1,1
2,26,551,1.3258,2,2,2,0
2,56,581,1.2573,2,2,2,0
2,86,611,1.1956,2,2,2,0
2,116,641,1.1396,2,2,2,0
2,146,671,1.0887,2,2,2,0
2,176,701,1.0421,2,2,2,0
2,206,731,0.9993,2,2,2,0
2,236,761,0.9599,2,2,2,0
2,266,791,0.9235,2,2,2,0
2,296,821,0.8898,2,2,2,0
1,218,218,1.0,1,1,0,1
1,248,248,1.0,1,1,0,1
1,278,278,1.0,1,1,0,1
1,308,308,1.0,1,1,0,1
1,338,338,1.0,1,1,0,1
1,368,368,0.9925,1,1,0,1
2,11,398,1.8354,2,2,0,0
2,41,428,1.7068,2,2,0,0
2,71,458,1.595,2,2,0,0
2,101,488,1.4969,2,2,0,0
2,131,518,1.4102,2,2,0,0
2,161,548,1.333,2,2,0,0
2,191,578,1.2638,2,2,0,0
2,221,608,1.2015,2,2,0,0
2,251,638,1.145,2,2,0,0
2,281,668,1.0936,2,2,0,0
2,311,698,1.0466,2,2,0,0
2,341,728,1.0034,2,2,0,0
2,371,758,0.9637,2,2,0,0
2,401,788,0.927,2,2,0,0
2,431,818,0.893,2,2,0,1
2,461,848,0.8614,2,2,0,1
2,491,878,0.832,2,2,0,1
2,521,908,0.8045,2,2,0,1
2,551,938,0.7788,2,2,0,1
1,171,171,1.0,1,1,0,1
1,201,201,1.0,1,1,0,1
1,231,231,1.0,1,1,0,1
1,261,261,1.0,1,1,0,1
1,291,291,1.0,1,1,0,1
1,321,321,1.0,1,1,0,1
2,6,351,2.0,2,2,0,1
3,7,381,2.876,3,3,0,1
3,37,411,2.6661,3,3,0,1
3,67,441,2.4847,3,3,0,1
3,97,471,2.3264,3,3,0,1
3,127,501,2.1871,3,3,0,1
3,157,531,2.0636,3,3,0,1
4,4,561,2.6043,3,3,0,1
5,0,591,3.0901,4,3,0,1
5,30,621,2.9408,4,3,0,1
5,60,651,2.8053,4,3,0,1
5,90,681,2.6817,4,3,0,1
5,120,711,2.5686,4,3,0,1
5,150,741,2.4646,4,3,0,1
6,25,771,2.8424,5,4,0,0
6,55,801,2.736,5,4,0,1
6,85,831,2.6372,5,4,0,1
6,115,861,2.5453,5,4,0,1
6,145,891,2.4596,5,4,0,1
6,87,349,6.0,4,4,3,1
6,117,379,5.7823,4,4,3,1
6,147,409,5.3582,4,4,3,1
6,177,439,4.992,4,4,3,1
7,8,469,5.4515,5,4,3,1
7,38,499,5.1237,5,4,3,1
7,68,529,4.8332,5,4,3,1
7,98,559,4.5738,5,4,3,1
7,128,589,4.3408,5,4,3,1
9,5,619,5.3106,5,4,3,1
9,35,649,5.0651,5,4,3,1
10,23,679,5.3792,6,4,4,1
10,53,709,5.1516,6,4,4,1
11,10,739,5.4367,6,4,4,1
11,40,769,5.2246,6,4,4,1
12,23,799,5.4856,6,4,4,0
12,53,829,5.2871,6,4,4,0
12,83,859,5.1024,6,4,4,0
12,113,889,4.9303,6,4,4,0
12,143,919,4.7693,6,4,4,1
12,173,949,4.6185,6,4,4,1
12,203,979,4.477,6,4,4,1
12,233,1009,4.3439,6,4,4,1
12,263,1039,4.2185,6,4,4,1
12,293,1069,4.1001,6,4,4,1
1,7,7,1.0,1,1,0,1
2,7,37,2.0,2,2,0,1
2,37,67,2.0,2,2,0,1
2,67,97,2.0,2,2,0,1
2,97,127,2.0,2,2,0,1
2,127,157,2.0,2,2,0,1
2,157,187,2.0,2,2,0,1
3,4,217,3.0,3,2,0,0
3,34,247,3.0,3,2,0,0
1,358,358,1.0,1,1,0,0
1,388,388,0.9414,1,1,0,0
1,418,418,0.8738,1,1,0,0
1,448,448,0.8153,1,1,0,0
1,478,478,0.7641,1,1,0,0
1,508,508,0.719,1,1,0,0
1,538,538,0.6789,1,1,0,1
1,568,568,0.643,1,1,0,1
1,598,598,0.6108,1,1,0,1
1,628,628,0.5816,1,1,0,1
1,658,658,0.5551,1,1,0,1
1,688,688,0.5309,1,1,0,1
2,15,718,1.0174,2,2,0,0
2,45,748,0.9766,2,2,0,0
2,75,778,0.9389,2,2,0,0
2,105,808,0.9041,2,2,0,0
2,135,838,0.8717,2,2,0,1
2,165,868,0.8416,2,2,0,1
2,195,898,0.8135,2,2,0,1
2,225,928,0.7872,2,2,0,1
2,255,958,0.7625,2,2,0,1
2,285,988,0.7394,2,2,0,1
3,25,1018,1.0764,3,2,0,0
3,55,1048,1.0456,3,2,0,0
3,85,1078,1.0165,3,2,0,0
1,100,100,1.0,1,1,0,1
1,130,130,1.0,1,1,0,1
2,17,160,2.0,1,1,0,1
2,47,190,2.0,1,1,0,1
3,3,220,3.0,2,2,0,0
3,33,250,3.0,2,2,0,1
3,63,280,3.0,2,2,0,1
3,93,310,3.0,2,2,0,1
3,123,340,3.0,2,2,0,1
