ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
3645,12229,1,2024-12-01,1,11,222,1011,11,11062,1,0
3646,12234,1,2025-10-25,1,5,170,779,5,11065,1,0
3647,12238,1,2026-03-31,1,1,54,246,1,11069,1,0
3648,12241,1,2025-05-03,1,1,94,429,1,11072,1,0
3649,12241,1,2025-05-19,1,1,94,429,1,11073,1,0
3650,12249,1,2024-02-27,1,1,37,168,1,11078,1,0
3651,12254,1,2026-02-25,1,3,153,696,3,11079,1,0
3652,12254,1,2026-03-04,1,3,153,696,3,11080,1,0
3653,12260,1,2024-01-27,1,11,226,1029,11,11085,1,0
3654,12261,1,2023-11-09,1,1,24,111,1,11086,1,0
3655,12263,1,2026-01-20,1,1,36,167,1,11087,1,0
3656,12263,1,2026-05-21,1,1,36,167,1,11088,1,0
3657,12264,1,2023-05-27,1,1,102,466,1,11089,1,0
3658,12264,1,2023-06-04,1,1,102,466,1,11090,1,0
3659,12276,1,2025-05-28,1,14,241,1096,14,11096,1,0
3660,12276,1,2025-02-06,1,14,241,1096,14,11097,1,0
3661,12276,1,2025-05-01,1,14,241,1096,14,11098,1,0
3662,12277,1,2026-03-30,1,2,133,610,2,11099,1,0
3663,12278,1,2026-04-05,1,1,112,509,1,11101,1,0
3664,12278,1,2026-03-28,1,1,112,509,1,11102,1,0
3665,12278,1,2026-05-05,1,1,112,509,1,11103,1,0
3666,12286,1,2026-01-10,1,1,6,26,1,11111,1,0
3667,12291,1,2026-06-26,1,7,193,878,7,11112,1,0
3668,12311,1,2024-01-05,1,25,279,1255,25,11128,1,0
3669,12333,1,2026-06-17,1,7,192,877,7,11147,1,0
3670,12346,1,2024-04-18,1,1,84,377,1,11154,1,0
3671,12351,1,2023-11-19,1,1,94,426,1,11157,1,0
3672,12357,1,2025-06-29,1,27,284,1279,27,11160,1,0
3673,12360,1,2025-01-03,1,3,143,654,3,11162,1,0
3674,12362,1,2026-07-13,1,2,130,596,2,11163,1,0
3675,12372,1,2024-08-18,1,1,59,267,1,11173,1,0
3676,12372,1,2024-10-06,1,1,59,267,1,11174,1,0
3677,12373,1,2023-03-30,1,23,272,1227,23,11175,1,0
3678,12387,1,2025-06-22,1,4,155,707,4,11184,1,0
3679,12394,1,2023-10-02,1,5,171,782,5,11190,1,0
3680,12399,1,2025-02-24,1,1,12,56,1,11193,1,0
3681,12399,1,2025-03-12,1,1,12,56,1,11194,1,0
3682,12413,1,2024-12-15,1,1,59,266,1,11209,1,0
3683,12413,1,2024-10-31,1,1,59,266,1,11210,1,0
3684,12413,1,2024-09-27,1,1,59,266,1,11211,1,0
3685,12414,1,2023-05-04,1,1,92,417,1,11213,1,0
3686,12418,1,2023-09-14,1,1,90,408,1,11215,1,0
3687,12418,1,2023-07-26,1,1,90,408,1,11216,1,0
3688,12429,1,2025-11-29,1,29,290,1308,29,11228,1,0
3689,12429,1,2025-12-01,1,29,290,1308,29,11229,1,0
3690,12429,1,2025-11-29,1,29,290,1308,29,11230,1,0
3691,12431,1,2026-07-13,1,1,10,49,1,11231,1,0
3692,12431,1,2026-06-29,1,1,10,49,1,11232,1,0
3693,12434,1,2023-11-06,1,2,127,585,2,11233,1,0
3694,12436,1,2023-10-11,1,30,294,1326,30,11235,1,0
3695,12442,1,2025-03-06,1,8,202,919,8,11240,1,0
3696,12442,1,2025-01-31,1,8,202,919,8,11241,1,0
3697,12445,1,2025-05-10,1,1,22,100,1,11242,1,0
3698,12448,1,2024-10-03,1,10,219,998,10,11247,1,0
3699,12451,1,2023-04-08,1,1,51,232,1,11249,1,0
3700,12451,1,2023-05-28,1,1,51,232,1,11250,1,0
3701,12452,1,2026-05-19,1,3,147,674,3,11251,1,0
3702,12454,1,2025-05-08,1,3,144,657,3,11252,1,0
3703,12454,1,2025-06-09,1,3,144,657,3,11253,1,0
3704,12458,1,2024-06-20,1,6,182,832,6,11259,1,0
3705,12474,1,2026-02-22,1,2,123,562,2,11268,1,0
3706,12478,1,2024-08-27,1,6,184,840,6,11276,1,0
3707,12478,1,2024-11-13,1,6,184,840,6,11277,1,0
3708,12486,1,2026-05-26,1,1,14,66,1,11287,1,0
3709,12489,1,2023-03-21,1,1,8,40,1,11288,1,0
3710,12498,1,2024-01-10,1,19,260,1171,19,11300,1,0
3711,12504,1,2026-06-27,1,19,260,1176,19,11306,1,0
3712,12504,1,2026-06-17,1,19,260,1176,19,11307,1,0
3713,12506,1,2025-01-27,1,11,224,1016,11,11309,1,0
3714,12507,1,2024-03-28,1,23,273,1232,23,11310,1,0
3715,12511,1,2026-01-27,1,3,137,626,3,11314,1,0
3716,12516,1,2023-05-27,1,19,262,1181,19,11316,1,0
3717,12516,1,2023-07-03,1,19,262,1181,19,11317,1,0
3718,12516,1,2023-05-25,1,19,262,1181,19,11318,1,0
3719,12517,1,2023-11-17,1,1,115,528,1,11319,1,0
3720,12518,1,2023-11-20,1,8,205,932,8,11320,1,0
3721,12524,1,2024-07-15,1,7,193,879,7,11325,1,0
3722,12526,1,2024-07-21,1,2,132,606,2,11326,1,0
3723,12534,1,2025-09-17,1,8,205,929,8,11331,1,0
3724,12540,1,2024-09-03,1,8,208,946,8,11337,1,0
3725,12546,1,2023-09-12,1,8,203,921,8,11341,1,0
3726,12551,1,2025-01-24,1,5,170,779,5,11344,1,0
3727,12551,1,2025-03-10,1,5,170,779,5,11345,1,0
3728,12553,1,2025-10-23,1,12,231,1048,12,11347,1,0
3729,12553,1,2025-10-21,1,12,231,1048,12,11348,1,0
3730,12571,1,2024-11-07,1,22,271,1222,22,11365,1,0
3731,12573,1,2026-02-14,1,7,201,911,7,11367,1,0
3732,12574,1,2026-05-01,1,1,12,57,1,11368,1,0
3733,12579,1,2023-04-03,1,27,286,1286,27,11372,1,0
3734,12581,1,2025-02-24,1,3,148,675,3,11373,1,0
3735,12581,1,2024-12-31,1,3,148,675,3,11374,1,0
3736,12585,1,2023-12-17,1,1,11,51,1,11375,1,0
3737,12586,1,2023-12-02,1,1,8,40,1,11377,1,0
3738,12586,1,2023-12-22,1,1,8,40,1,11378,1,0
3739,12589,1,2025-03-15,1,2,129,589,2,11380,1,0
3740,12591,1,2026-02-06,1,11,223,1012,11,11382,1,0
3741,12597,1,2024-05-19,1,1,74,332,1,11384,1,0
3742,12600,1,2025-05-29,1,1,6,28,1,11389,1,0
3743,12601,1,2024-07-01,1,29,290,1303,29,11390,1,0
3744,12602,1,2023-08-11,1,1,32,146,1,11391,1,0
3745,12602,1,2023-08-18,1,1,32,146,1,11392,1,0
3746,12607,1,2024-08-08,1,1,78,351,1,11397,1,0
3747,12607,1,2024-08-30,1,1,78,351,1,11398,1,0
3748,12609,1,2023-10-05,1,1,24,109,1,11399,1,0
3749,12627,1,2024-09-18,1,24,277,1248,24,11418,1,0
3750,12633,1,2024-09-15,1,1,84,375,1,11424,1,0
3751,12639,1,2024-07-29,1,9,214,976,9,11428,1,0
3752,12654,1,2026-07-13,1,1,38,179,1,11442,1,0
3753,12660,1,2023-07-31,1,2,123,562,2,11450,1,0
3754,12664,1,2025-11-28,1,10,216,982,10,11455,1,0
3755,12664,1,2025-11-25,1,10,216,982,10,11456,1,0
3756,12665,1,2024-02-21,1,1,117,539,1,11457,1,0
3757,12666,1,2025-04-09,1,11,222,1010,11,11458,1,0
3758,12667,1,2026-07-13,1,31,296,1334,31,11459,1,0
3759,12669,1,2023-05-07,1,4,164,751,4,11460,1,0
3760,12673,1,2024-05-28,1,7,192,876,7,11465,1,0
3761,12673,1,2024-05-27,1,7,192,876,7,11466,1,0
3762,12673,1,2024-05-08,1,7,192,876,7,11467,1,0
3763,12674,1,2026-03-05,1,1,50,226,1,11468,1,0
3764,12676,1,2026-04-19,1,5,169,772,5,11469,1,0
3765,12681,1,2025-01-30,1,20,263,1187,20,11472,1,0
3766,12692,1,2026-07-13,1,1,16,73,1,11484,1,0
3767,12716,1,2024-09-27,1,29,291,1312,29,11507,1,0
3768,12716,1,2024-09-28,1,29,291,1312,29,11508,1,0
3769,12721,1,2023-12-31,1,22,270,1219,22,11510,1,0
3770,12721,1,2023-12-18,1,22,270,1219,22,11511,1,0
3771,12727,1,2024-04-26,1,5,177,811,5,11514,1,0
3772,12729,1,2023-05-10,1,1,25,117,1,11517,1,0
3773,12729,1,2023-06-13,1,1,25,117,1,11518,1,0
3774,12731,1,2024-06-23,1,1,73,329,1,11521,1,0
3775,12734,1,2023-05-18,1,1,1,5,1,11523,1,0
3776,12734,1,2023-04-24,1,1,1,5,1,11524,1,0
3777,12742,1,2023-09-20,1,1,18,84,1,11531,1,0
3778,12742,1,2023-08-18,1,1,18,84,1,11532,1,0
3779,12754,1,2025-04-12,1,1,36,165,1,11540,1,0
3780,12756,1,2024-12-15,1,3,148,676,3,11541,1,0
3781,12759,1,2023-07-03,1,1,69,309,1,11542,1,0
3782,12769,1,2025-01-23,1,1,8,40,1,11553,1,0
3783,12771,1,2025-07-16,1,1,61,273,1,11556,1,0
3784,12772,1,2024-05-29,1,8,203,923,8,11558,1,0
3785,12774,1,2023-02-03,1,23,273,1232,23,11559,1,0
3786,12774,1,2023-01-14,1,23,273,1232,23,11560,1,0
3787,12778,1,2023-11-26,1,11,222,1011,11,11564,1,0
3788,12779,1,2025-05-14,1,10,219,999,10,11565,1,0
3789,12779,1,2025-06-24,1,10,219,999,10,11566,1,0
3790,12780,1,2024-07-09,1,4,159,730,4,11567,1,0
3791,12780,1,2024-10-16,1,4,159,730,4,11568,1,0
3792,12780,1,2024-09-12,1,4,159,730,4,11569,1,0
3793,12786,1,2025-12-09,1,22,269,1215,22,11573,1,0
3794,12790,1,2026-07-13,1,5,171,781,5,11576,1,0
3795,12790,1,2026-04-25,1,5,171,781,5,11577,1,0
3796,12800,1,2024-02-24,1,16,248,1126,16,11586,1,0
3797,12801,1,2023-11-23,1,27,284,1275,27,11587,1,0
3798,12801,1,2023-11-17,1,27,284,1275,27,11588,1,0
3799,12805,1,2023-04-13,1,1,20,93,1,11589,1,0
3800,12806,1,2025-01-28,1,30,293,1322,30,11591,1,0
3801,12806,1,2025-05-08,1,30,293,1322,30,11592,1,0
3802,12806,1,2024-12-07,1,30,293,1322,30,11593,1,0
3803,12807,1,2026-06-17,1,1,72,322,1,11594,1,0
3804,12808,1,2025-04-22,1,8,208,947,8,11595,1,0
3805,12810,1,2024-11-01,1,13,237,1078,13,11598,1,0
3806,12816,1,2024-03-02,1,2,130,598,2,11606,1,0
3807,12816,1,2024-01-06,1,2,130,598,2,11607,1,0
3808,12817,1,2026-07-13,1,1,16,74,1,11608,1,0
3809,12819,1,2023-05-04,1,2,122,559,2,11611,1,0
3810,12819,1,2023-02-05,1,2,122,559,2,11612,1,0
3811,12832,1,2025-04-03,1,1,35,159,1,11624,1,0
3812,12834,1,2026-06-12,1,27,286,1285,27,11626,1,0
3813,12838,1,2026-06-15,1,3,146,668,3,11630,1,0
3814,12838,1,2026-02-19,1,3,146,668,3,11631,1,0
3815,12841,1,2024-10-18,1,11,223,1015,11,11633,1,0
3816,12844,1,2024-10-09,1,1,90,409,1,11636,1,0
3817,12846,1,2024-03-31,1,10,219,996,10,11639,1,1
3818,12847,1,2026-05-16,1,1,31,143,1,11640,1,0
3819,12849,1,2023-12-07,1,4,160,735,4,11644,1,0
3820,12852,1,2024-12-24,1,3,145,663,3,11648,1,0
3821,12868,1,2025-11-27,1,2,131,599,2,11657,1,0
3822,12868,1,2025-11-24,1,2,131,599,2,11658,1,0
3823,12868,1,2025-11-22,1,2,131,599,2,11659,1,0
3824,12880,1,2024-05-02,1,4,156,713,4,11665,1,0
3825,12885,1,2024-05-02,1,18,256,1156,18,11669,1,0
3826,12889,1,2026-04-14,1,1,19,90,1,11676,1,0
3827,12908,1,2026-05-10,1,2,129,591,2,11693,1,0
3828,12910,1,2023-09-10,1,1,109,498,1,11694,1,0
3829,12910,1,2023-08-15,1,1,109,498,1,11695,1,0
3830,12912,1,2024-07-13,1,3,147,671,3,11697,1,0
3831,12912,1,2024-10-22,1,3,147,671,3,11699,1,0
3832,12932,1,2025-02-20,1,5,170,778,5,11703,1,0
3833,12933,1,2023-10-30,1,1,5,23,1,11704,1,0
3834,12933,1,2023-11-08,1,1,5,23,1,11705,1,0
3835,12943,1,2024-12-16,1,6,187,853,6,11711,1,0
3836,12945,1,2024-08-28,1,5,179,820,5,11713,1,0
3837,12945,1,2024-09-10,1,5,179,820,5,11714,1,0
3838,12947,1,2023-10-11,1,1,110,499,1,11717,1,0
3839,12949,1,2023-03-22,1,5,173,793,5,11720,1,0
3840,12949,1,2023-03-18,1,5,173,793,5,11721,1,0
3841,12952,1,2024-04-02,1,1,102,465,1,11722,1,0
3842,12952,1,2024-03-19,1,1,102,465,1,11723,1,0
3843,12962,1,2025-05-08,1,11,225,1021,11,11730,1,0
3844,12963,1,2023-04-21,1,1,86,389,1,11732,1,0
3845,12969,1,2023-06-10,1,14,239,1086,14,11736,1,0
3846,12971,1,2026-07-13,1,20,264,1188,20,11738,1,0
3847,12971,1,2026-07-13,1,20,264,1188,20,11739,1,0
3848,12974,1,2024-01-03,1,1,91,411,1,11742,1,0
3849,12996,1,2026-07-13,1,14,238,1083,14,11766,1,0
3850,12996,1,2026-07-13,1,14,238,1083,14,11767,1,1
3851,13000,1,2024-01-20,1,1,52,240,1,11772,1,0
3852,13005,1,2023-12-27,1,5,173,789,5,11776,1,0
3853,13006,1,2026-02-26,1,2,133,609,2,11777,1,0
3854,13010,1,2023-12-25,1,1,67,298,1,11782,1,0
3855,13010,1,2023-12-22,1,1,67,298,1,11784,1,0
3856,13011,1,2025-07-05,1,1,103,468,1,11785,1,0
3857,13012,1,2025-10-09,1,3,140,639,3,11786,1,0
3858,13013,1,2025-03-10,1,1,95,431,1,11787,1,0
3859,13013,1,2025-03-08,1,1,95,431,1,11788,1,0
3860,13015,1,2024-10-26,1,6,189,861,6,11789,1,0
3861,13018,1,2026-03-29,1,1,37,170,1,11791,1,0
3862,13018,1,2026-02-26,1,1,37,170,1,11792,1,0
3863,13026,1,2025-04-08,1,1,117,540,1,11802,1,0
3864,13030,1,2023-08-18,1,14,241,1093,14,11805,1,0
3865,13033,1,2023-04-13,1,5,169,775,5,11809,1,0
3866,13034,1,2026-07-13,1,4,160,733,4,11810,1,0
3867,13041,1,2026-03-03,1,1,102,465,1,11820,1,0
3868,13042,1,2024-11-20,1,2,135,614,2,11821,1,0
3869,13042,1,2025-03-05,1,2,135,614,2,11823,1,0
3870,13045,1,2026-07-13,1,7,201,911,7,11825,1,0
3871,13045,1,2026-06-16,1,7,201,911,7,11826,1,0
3872,13047,1,2024-09-06,1,1,15,69,1,11829,1,0
3873,13056,1,2026-05-14,1,18,258,1165,18,11832,1,0
3874,13061,1,2024-02-15,1,7,192,874,7,11836,1,0
3875,13068,1,2023-11-15,1,17,255,1152,17,11842,1,0
3876,13068,1,2023-12-12,1,17,255,1152,17,11844,1,0
3877,13077,1,2025-11-10,1,1,82,368,1,11848,1,0
3878,13078,1,2023-06-28,1,3,153,696,3,11849,1,0
3879,13088,1,2026-07-13,1,1,58,261,1,11859,1,0
3880,13091,1,2024-10-20,1,4,163,748,4,11860,1,0
3881,13091,1,2024-10-25,1,4,163,748,4,11861,1,0
3882,13092,1,2023-04-20,1,27,284,1277,27,11862,1,0
3883,13092,1,2023-05-10,1,27,284,1277,27,11863,1,0
3884,13097,1,2026-02-22,1,1,55,251,1,11866,1,0
3885,13097,1,2026-03-15,1,1,55,251,1,11868,1,0
3886,13103,1,2026-03-15,1,4,159,727,4,11870,1,0
3887,13103,1,2026-03-14,1,4,159,727,4,11871,1,0
3888,13107,1,2023-03-17,1,1,97,441,1,11873,1,0
3889,13117,1,2025-11-24,1,13,236,1075,13,11880,1,0
3890,13119,1,2024-09-17,1,5,180,823,5,11882,1,0
3891,13120,1,2026-01-13,1,1,116,534,1,11883,1,0
3892,13123,1,2025-10-23,1,1,101,460,1,11887,1,0
3893,13123,1,2025-10-21,1,1,101,460,1,11888,1,0
3894,13128,1,2024-07-25,1,1,65,292,1,11889,1,0
3895,13129,1,2023-09-06,1,4,166,759,4,11890,1,0
3896,13140,1,2023-11-03,1,1,3,10,1,11895,1,0
3897,13144,1,2024-08-26,1,15,245,1111,15,11899,1,0
3898,13144,1,2024-10-16,1,15,245,1111,15,11900,1,0
3899,13149,1,2026-06-12,1,28,288,1293,28,11903,1,0
3900,13159,1,2024-08-26,1,2,133,608,2,11911,1,0
3901,13166,1,2024-06-30,1,7,194,883,7,11916,1,0
3902,13166,1,2024-08-30,1,7,194,883,7,11917,1,0
3903,13168,1,2026-07-13,1,9,210,954,9,11918,1,0
3904,13168,1,2026-07-13,1,9,210,954,9,11919,1,0
3905,13170,1,2024-04-11,1,7,199,904,7,11922,1,0
3906,13172,1,2026-07-13,1,9,210,954,9,11925,1,0
3907,13173,1,2024-07-26,1,1,88,398,1,11926,1,0
3908,13176,1,2023-10-22,1,1,99,449,1,11929,1,0
3909,13176,1,2023-11-11,1,1,99,449,1,11930,1,0
3910,13180,1,2024-02-01,1,1,106,483,1,11935,1,0
3911,13180,1,2024-03-01,1,1,106,483,1,11936,1,0
3912,13180,1,2024-03-15,1,1,106,483,1,11937,1,0
3913,13185,1,2025-01-28,1,1,82,367,1,11940,1,0
3914,13186,1,2023-03-10,1,6,189,858,6,11941,1,0
3915,13196,1,2025-12-19,1,1,103,468,1,11953,1,0
3916,13202,1,2024-05-12,1,22,270,1217,22,11960,1,0
3917,13202,1,2024-05-13,1,22,270,1217,22,11961,1,0
3918,13203,1,2026-07-13,1,22,271,1222,22,11962,1,0
3919,13206,1,2025-07-03,1,6,189,858,6,11964,1,0
3920,13206,1,2025-08-04,1,6,189,858,6,11965,1,0
3921,13209,1,2024-09-12,1,22,269,1213,22,11966,1,0
3922,13209,1,2024-11-13,1,22,269,1213,22,11967,1,0
3923,13216,1,2024-05-23,1,1,97,439,1,11974,1,0
3924,13218,1,2026-05-18,1,1,57,256,1,11975,1,0
3925,13218,1,2026-06-11,1,1,57,256,1,11976,1,0
3926,13220,1,2024-02-14,1,11,225,1024,11,11978,1,0
3927,13223,1,2025-05-19,1,27,285,1283,27,11980,1,0
3928,13227,1,2023-04-02,1,15,243,1103,15,11983,1,0
3929,13237,1,2024-07-08,1,1,80,360,1,11990,1,0
3930,13237,1,2024-05-06,1,1,80,360,1,11991,1,0
3931,13238,1,2024-06-10,1,6,188,857,6,11992,1,0
3932,13241,1,2026-07-13,1,1,63,288,1,11995,1,0
3933,13241,1,2026-07-13,1,1,63,288,1,11996,1,0
3934,13248,1,2026-07-13,1,7,197,896,7,12003,1,0
3935,13248,1,2026-06-10,1,7,197,896,7,12004,1,0
3936,13254,1,2023-11-06,1,1,112,512,1,12007,1,0
3937,13255,1,2024-12-29,1,1,100,456,1,12009,1,0
3938,13260,1,2025-07-21,1,2,128,586,2,12017,1,0
3939,13264,1,2023-05-17,1,5,169,770,5,12021,1,0
3940,13278,1,2026-04-10,1,1,103,471,1,12038,1,0
3941,13284,1,2023-10-28,1,1,37,169,1,12043,1,0
3942,13295,1,2026-04-19,1,7,194,885,7,12051,1,0
3943,13295,1,2026-07-13,1,7,194,885,7,12052,1,0
3944,13296,1,2023-07-21,1,1,93,424,1,12053,1,0
3945,13298,1,2024-06-18,1,3,140,641,3,12055,1,0
3946,13298,1,2024-09-08,1,3,140,641,3,12056,1,0
3947,13298,1,2024-06-28,1,3,140,641,3,12057,1,0
3948,13300,1,2023-05-02,1,1,68,305,1,12059,1,0
3949,13301,1,2025-10-31,1,15,243,1103,15,12060,1,0
3950,13306,1,2024-09-22,1,1,24,113,1,12062,1,0
3951,13309,1,2024-06-04,1,1,28,128,1,12066,1,0
3952,13311,1,2026-03-14,1,1,52,239,1,12069,1,0
3953,13312,1,2025-10-26,1,1,88,400,1,12070,1,0
3954,13322,1,2025-09-18,1,26,282,1265,26,12080,1,0
3955,13322,1,2025-06-04,1,26,282,1265,26,12081,1,0
3956,13336,1,2024-03-27,1,28,288,1295,28,12089,1,0
3957,13336,1,2024-04-06,1,28,288,1295,28,12090,1,0
3958,13343,1,2024-01-22,1,1,43,199,1,12096,1,0
3959,13343,1,2024-02-08,1,1,43,199,1,12097,1,0
3960,13353,1,2023-04-03,1,8,203,922,8,12114,1,0
3961,13356,1,2025-06-11,1,1,42,197,1,12115,1,0
3962,13361,1,2026-05-19,1,1,26,121,1,12118,1,0
3963,13364,1,2023-09-17,1,3,143,655,3,12121,1,0
3964,13369,1,2025-06-22,1,2,124,567,2,12127,1,0
3965,13370,1,2026-05-24,1,1,54,246,1,12128,1,0
3966,13370,1,2026-05-25,1,1,54,246,1,12129,1,0
3967,13371,1,2026-03-01,1,1,106,482,1,12130,1,0
3968,13374,1,2024-02-21,1,15,243,1104,15,12137,1,0
3969,13375,1,2024-02-20,1,1,33,148,1,12138,1,0
3970,13375,1,2024-05-29,1,1,33,148,1,12139,1,0
3971,13381,1,2025-12-08,1,1,40,187,1,12142,1,0
3972,13383,1,2026-07-13,1,1,40,187,1,12143,1,0
3973,13385,1,2025-01-22,1,7,191,868,7,12146,1,0
3974,13385,1,2025-01-18,1,7,191,868,7,12147,1,0
3975,13388,1,2025-01-06,1,1,30,139,1,12152,1,0
3976,13399,1,2026-07-13,1,29,292,1315,29,12157,1,0
3977,13401,1,2026-07-13,1,11,225,1021,11,12159,1,0
3978,13405,1,2026-06-19,1,28,288,1296,28,12165,1,0
3979,13406,1,2024-06-09,1,1,83,370,1,12167,1,0
3980,13408,1,2024-11-14,1,1,4,18,1,12168,1,0
3981,13408,1,2024-12-09,1,1,4,18,1,12169,1,0
3982,13422,1,2025-02-03,1,6,186,849,6,12182,1,0
3983,13428,1,2023-07-10,1,1,94,430,1,12187,1,0
3984,13431,1,2023-03-14,1,1,2,9,1,12191,1,0
3985,13431,1,2023-03-08,1,1,2,9,1,12193,1,0
3986,13433,1,2025-10-27,1,2,121,558,2,12195,1,0
3987,13433,1,2025-10-24,1,2,121,558,2,12196,1,0
3988,13435,1,2025-01-08,1,1,11,52,1,12198,1,0
3989,13435,1,2024-08-30,1,1,11,52,1,12199,1,0
3990,13439,1,2025-03-18,1,7,192,875,7,12201,1,0
3991,13444,1,2024-02-19,1,1,94,427,1,12205,1,0
3992,13446,1,2023-05-27,1,6,182,832,6,12206,1,0
3993,13448,1,2025-07-21,1,3,147,673,3,12207,1,0
3994,13448,1,2025-11-11,1,3,147,673,3,12208,1,0
3995,13449,1,2024-12-31,1,18,259,1170,18,12209,1,0
3996,13453,1,2026-04-08,1,7,195,887,7,12212,1,0
3997,13464,1,2023-11-22,1,1,49,220,1,12222,1,0
3998,13464,1,2023-11-07,1,1,49,220,1,12223,1,0
3999,13465,1,2025-08-12,1,2,124,569,2,12224,1,0
4000,13465,1,2025-07-19,1,2,124,569,2,12225,1,0
4001,13465,1,2025-07-07,1,2,124,569,2,12226,1,0
4002,13482,1,2026-07-13,1,25,279,1257,25,12243,1,0
4003,13482,1,2026-06-28,1,25,279,1257,25,12245,1,0
4004,13494,1,2025-12-14,1,1,53,243,1,12255,1,0
4005,13494,1,2026-01-25,1,1,53,243,1,12256,1,0
4006,13502,1,2023-09-08,1,3,153,696,3,12267,1,0
4007,13508,1,2023-05-10,1,11,223,1014,11,12272,1,0
4008,13514,1,2023-09-13,1,1,86,389,1,12281,1,0
4009,13515,1,2025-10-29,1,3,149,680,3,12282,1,0
4010,13515,1,2025-10-27,1,3,149,680,3,12283,1,0
4011,13515,1,2025-10-19,1,3,149,680,3,12284,1,0
4012,13520,1,2024-05-14,1,7,192,875,7,12289,1,0
4013,13546,1,2023-05-30,1,19,261,1179,19,12307,1,0
4014,13548,1,2026-03-21,1,1,67,299,1,12308,1,0
4015,13549,1,2026-03-13,1,1,38,179,1,12310,1,0
4016,13549,1,2026-03-03,1,1,38,179,1,12311,1,0
4017,13551,1,2024-12-14,1,18,259,1170,18,12312,1,0
4018,13557,1,2025-01-13,1,10,219,996,10,12317,1,0
4019,13560,1,2025-09-18,1,15,246,1118,15,12318,1,0
4020,13564,1,2026-06-23,1,1,82,364,1,12319,1,0
4021,13564,1,2026-05-18,1,1,82,364,1,12320,1,0
4022,13564,1,2026-07-05,1,1,82,364,1,12321,1,0
4023,13569,1,2025-10-21,1,1,103,470,1,12323,1,0
4024,13579,1,2023-05-19,1,10,216,983,10,12328,1,0
4025,13579,1,2023-06-19,1,10,216,983,10,12329,1,0
4026,13583,1,2025-01-15,1,4,155,709,4,12336,1,0
4027,13583,1,2025-03-04,1,4,155,709,4,12337,1,0
4028,13590,1,2023-04-08,1,23,273,1231,23,12342,1,0
4029,13597,1,2023-10-07,1,8,208,947,8,12346,1,0
4030,13597,1,2023-09-17,1,8,208,947,8,12347,1,0
4031,13608,1,2023-11-19,1,18,256,1157,18,12355,1,0
4032,13608,1,2023-12-26,1,18,256,1157,18,12356,1,0
4033,13611,1,2026-03-01,1,4,166,758,4,12357,1,0
4034,13611,1,2026-04-05,1,4,166,758,4,12358,1,0
4035,13611,1,2026-01-22,1,4,166,758,4,12359,1,0
4036,13621,1,2024-11-01,1,1,36,167,1,12367,1,0
4037,13626,1,2023-11-14,1,1,45,207,1,12372,1,0
4038,13626,1,2023-11-12,1,1,45,207,1,12373,1,0
4039,13626,1,2023-11-16,1,1,45,207,1,12374,1,0
4040,13628,1,2025-01-20,1,6,186,850,6,12376,1,0
4041,13633,1,2026-05-09,1,25,278,1250,25,12379,1,0
4042,13634,1,2025-06-14,1,5,175,803,5,12380,1,0
4043,13635,1,2024-09-25,1,21,267,1203,21,12382,1,0
4044,13642,1,2025-03-26,1,3,149,678,3,12388,1,0
4045,13665,1,2024-02-05,1,1,69,309,1,12403,1,0
4046,13666,1,2025-08-11,1,5,179,820,5,12404,1,0
4047,13669,1,2025-03-14,1,11,225,1020,11,12406,1,0
4048,13669,1,2024-09-29,1,11,225,1020,11,12407,1,0
4049,13669,1,2025-03-24,1,11,225,1020,11,12408,1,0
4050,13676,1,2024-05-13,1,11,225,1023,11,12417,1,0
4051,13676,1,2024-05-19,1,11,225,1023,11,12418,1,0
4052,13683,1,2025-01-06,1,1,63,284,1,12427,1,0
4053,13683,1,2025-02-09,1,1,63,284,1,12428,1,0
4054,13685,1,2024-02-10,1,1,29,133,1,12429,1,0
4055,13685,1,2024-01-19,1,1,29,133,1,12430,1,0
4056,13687,1,2026-07-04,1,1,89,403,1,12432,1,0
4057,13689,1,2025-03-08,1,6,183,836,6,12434,1,0
4058,13697,1,2024-10-23,1,1,106,481,1,12440,1,0
4059,13697,1,2024-12-04,1,1,106,481,1,12441,1,0
4060,13706,1,2026-02-02,1,10,219,996,10,12449,1,0
4061,13708,1,2023-06-15,1,19,261,1179,19,12450,1,0
4062,13710,1,2024-11-06,1,1,54,246,1,12451,1,0
4063,13714,1,2025-03-25,1,1,58,263,1,12456,1,0
4064,13714,1,2025-03-16,1,1,58,263,1,12457,1,0
4065,13715,1,2025-11-06,1,3,146,669,3,12458,1,0
4066,13715,1,2025-09-03,1,3,146,669,3,12459,1,0
4067,13721,1,2025-01-20,1,1,30,140,1,12462,1,0
4068,13722,1,2025-07-15,1,17,255,1152,17,12463,1,1
4069,13725,1,2025-10-08,1,21,268,1208,21,12466,1,0
4070,13736,1,2024-08-27,1,1,2,7,1,12469,1,0
4071,13742,1,2025-06-09,1,29,291,1309,29,12476,1,0
4072,13742,1,2025-05-29,1,29,291,1309,29,12477,1,0
4073,13744,1,2025-11-27,1,5,172,785,5,12480,1,0
4074,13760,1,2024-01-21,1,4,167,762,4,12494,1,0
