CSID,CaseMasterID,csdate,cstype,PolicePersonID
8964,16124,2024-02-26 00:00:00,A,368
8965,16125,2024-05-08 00:00:00,A,165
8966,16126,2026-07-13 00:00:00,B,1181
8967,16128,2024-04-19 00:00:00,C,381
8968,16130,2025-08-09 00:00:00,A,623
8969,16131,2024-05-27 00:00:00,C,261
8970,16132,2026-07-13 00:00:00,B,604
8971,16134,2026-06-08 00:00:00,A,671
8972,16135,2024-12-28 00:00:00,A,962
8973,16136,2026-07-13 00:00:00,A,753
8974,16137,2023-09-25 00:00:00,A,1061
8975,16138,2024-03-22 00:00:00,A,334
8976,16139,2026-07-13 00:00:00,B,212
8977,16140,2026-07-11 00:00:00,C,670
8978,16143,2024-10-04 00:00:00,A,779
8979,16144,2024-01-11 00:00:00,C,990
8980,16145,2026-01-16 00:00:00,A,920
8981,16147,2024-10-05 00:00:00,A,921
8982,16148,2026-01-27 00:00:00,B,20
8983,16149,2026-07-13 00:00:00,A,596
8984,16151,2026-07-13 00:00:00,A,541
8985,16153,2026-06-25 00:00:00,A,533
8986,16156,2026-07-13 00:00:00,C,652
8987,16158,2026-07-13 00:00:00,A,807
8988,16159,2026-05-21 00:00:00,A,635
8989,16163,2025-01-24 00:00:00,B,1212
8990,16164,2024-02-13 00:00:00,A,1093
8991,16165,2023-08-30 00:00:00,A,1229
8992,16167,2026-07-13 00:00:00,A,900
8993,16170,2026-07-02 00:00:00,A,1165
8994,16172,2026-07-13 00:00:00,A,1328
8995,16173,2026-07-13 00:00:00,A,1150
8996,16174,2023-11-30 00:00:00,A,1203
8997,16175,2025-02-12 00:00:00,A,1109
8998,16177,2026-07-13 00:00:00,C,633
8999,16178,2026-07-13 00:00:00,B,905
9000,16179,2026-05-14 00:00:00,A,1084
9001,16181,2024-04-27 00:00:00,B,347
9002,16183,2024-02-04 00:00:00,A,968
9003,16186,2026-07-13 00:00:00,C,230
9004,16187,2026-03-03 00:00:00,A,1301
9005,16189,2025-06-30 00:00:00,A,272
9006,16190,2026-07-13 00:00:00,C,490
9007,16191,2026-07-02 00:00:00,C,689
9008,16192,2023-11-26 00:00:00,C,1025
9009,16198,2026-04-17 00:00:00,C,898
9010,16199,2025-05-09 00:00:00,C,255
9011,16201,2026-02-15 00:00:00,A,928
9012,16204,2026-05-11 00:00:00,A,960
9013,16205,2025-12-25 00:00:00,A,168
9014,16206,2023-09-10 00:00:00,A,1083
9015,16207,2025-05-24 00:00:00,A,395
9016,16210,2023-11-26 00:00:00,A,478
9017,16211,2023-10-14 00:00:00,A,1077
9018,16213,2025-06-17 00:00:00,A,536
9019,16215,2026-04-17 00:00:00,A,630
9020,16216,2026-07-13 00:00:00,A,1237
9021,16217,2026-07-13 00:00:00,B,1297
9022,16219,2026-07-13 00:00:00,A,1097
9023,16220,2024-09-07 00:00:00,A,33
9024,16221,2025-04-03 00:00:00,C,1076
9025,16222,2026-07-13 00:00:00,B,24
9026,16224,2026-02-24 00:00:00,A,853
9027,16225,2026-07-13 00:00:00,A,268
9028,16226,2024-10-24 00:00:00,A,1083
9029,16227,2026-04-12 00:00:00,A,346
9030,16231,2026-07-13 00:00:00,A,231
9031,16232,2023-05-22 00:00:00,A,76
9032,16233,2023-06-08 00:00:00,A,1009
9033,16234,2026-02-05 00:00:00,A,639
9034,16235,2023-07-24 00:00:00,A,1078
9035,16239,2026-07-13 00:00:00,B,924
9036,16242,2026-02-20 00:00:00,A,1087
9037,16243,2026-07-13 00:00:00,A,37
9038,16244,2023-12-22 00:00:00,A,405
9039,16246,2024-08-05 00:00:00,A,914
9040,16248,2023-12-05 00:00:00,B,1235
9041,16251,2024-12-05 00:00:00,C,414
9042,16252,2026-07-13 00:00:00,C,523
9043,16253,2025-10-12 00:00:00,C,792
9044,16255,2025-08-21 00:00:00,A,1010
9045,16258,2025-04-21 00:00:00,A,805
9046,16259,2025-05-03 00:00:00,C,969
9047,16261,2024-06-17 00:00:00,C,427
9048,16264,2026-05-16 00:00:00,A,339
9049,16265,2024-09-27 00:00:00,A,439
9050,16268,2025-05-04 00:00:00,A,1200
9051,16269,2023-11-22 00:00:00,A,869
9052,16270,2025-06-28 00:00:00,A,608
9053,16272,2023-05-08 00:00:00,A,396
9054,16273,2026-07-13 00:00:00,B,133
9055,16275,2024-07-29 00:00:00,A,1181
9056,16276,2024-12-08 00:00:00,A,1294
9057,16279,2024-09-18 00:00:00,C,695
9058,16280,2024-05-05 00:00:00,A,1174
9059,16281,2024-02-27 00:00:00,B,626
9060,16284,2026-02-13 00:00:00,C,797
9061,16287,2025-12-08 00:00:00,A,651
9062,16288,2026-04-08 00:00:00,A,451
9063,16290,2023-08-29 00:00:00,A,1015
9064,16291,2026-06-29 00:00:00,A,667
9065,16294,2025-04-13 00:00:00,B,1275
9066,16296,2026-07-13 00:00:00,A,987
9067,16298,2026-07-13 00:00:00,A,542
9068,16299,2025-03-27 00:00:00,A,966
9069,16300,2025-12-20 00:00:00,C,427
9070,16309,2024-07-23 00:00:00,B,897
9071,16310,2024-05-23 00:00:00,B,550
9072,16313,2025-01-10 00:00:00,A,593
9073,16314,2023-09-16 00:00:00,A,532
9074,16315,2025-06-14 00:00:00,A,754
9075,16316,2025-01-08 00:00:00,B,1000
9076,16318,2026-07-13 00:00:00,C,293
9077,16319,2025-01-14 00:00:00,A,1033
9078,16323,2025-08-12 00:00:00,A,467
9079,16327,2023-06-08 00:00:00,A,732
9080,16328,2024-08-23 00:00:00,A,249
9081,16329,2024-03-23 00:00:00,A,842
9082,16330,2024-04-14 00:00:00,A,643
9083,16334,2024-02-26 00:00:00,A,1105
9084,16335,2025-10-24 00:00:00,A,355
9085,16338,2026-07-13 00:00:00,A,1280
9086,16339,2024-07-27 00:00:00,A,778
9087,16340,2025-12-20 00:00:00,A,1175
9088,16344,2023-06-30 00:00:00,A,467
9089,16345,2026-07-13 00:00:00,C,428
9090,16349,2025-02-24 00:00:00,A,499
9091,16351,2026-05-13 00:00:00,A,415
9092,16352,2026-05-28 00:00:00,A,618
9093,16353,2026-07-13 00:00:00,A,1189
9094,16354,2023-08-22 00:00:00,A,1312
9095,16355,2023-08-02 00:00:00,A,478
9096,16357,2023-07-25 00:00:00,A,1157
9097,16359,2024-02-28 00:00:00,A,583
9098,16360,2024-08-21 00:00:00,A,1221
9099,16361,2024-03-02 00:00:00,B,298
9100,16363,2026-07-13 00:00:00,A,830
9101,16364,2025-10-29 00:00:00,A,387
9102,16366,2023-08-13 00:00:00,A,946
9103,16369,2025-12-18 00:00:00,A,1116
9104,16370,2025-09-24 00:00:00,A,60
9105,16371,2026-02-07 00:00:00,A,620
9106,16372,2025-08-24 00:00:00,A,597
9107,16378,2025-03-04 00:00:00,A,1176
9108,16380,2026-07-13 00:00:00,C,761
9109,16381,2024-10-19 00:00:00,A,499
9110,16384,2024-01-30 00:00:00,A,67
9111,16387,2026-07-13 00:00:00,A,551
9112,16388,2024-06-24 00:00:00,A,1228
9113,16389,2023-06-09 00:00:00,A,837
9114,16393,2026-07-13 00:00:00,A,31
9115,16395,2025-05-26 00:00:00,A,3
9116,16396,2024-06-28 00:00:00,A,104
9117,16399,2024-03-03 00:00:00,B,213
9118,16400,2025-01-25 00:00:00,A,405
9119,16403,2026-04-10 00:00:00,C,989
9120,16404,2025-10-07 00:00:00,A,710
9121,16405,2026-04-30 00:00:00,A,1055
9122,16407,2025-04-27 00:00:00,A,968
9123,16408,2025-09-12 00:00:00,A,932
9124,16412,2023-12-27 00:00:00,A,1314
9125,16413,2026-07-13 00:00:00,B,374
9126,16414,2023-11-01 00:00:00,A,429
9127,16417,2024-12-15 00:00:00,B,521
9128,16418,2024-10-02 00:00:00,C,1066
9129,16419,2026-07-13 00:00:00,A,214
9130,16420,2025-12-11 00:00:00,B,873
9131,16421,2026-07-13 00:00:00,A,590
9132,16423,2024-07-21 00:00:00,A,355
9133,16424,2026-07-13 00:00:00,A,1166
9134,16425,2026-06-17 00:00:00,A,553
9135,16429,2026-03-11 00:00:00,A,964
9136,16431,2025-03-25 00:00:00,C,1077
9137,16432,2026-07-13 00:00:00,A,1050
9138,16433,2026-07-13 00:00:00,B,143
9139,16437,2026-07-13 00:00:00,A,10
9140,16439,2024-01-27 00:00:00,A,371
9141,16440,2026-06-07 00:00:00,A,475
9142,16441,2025-09-02 00:00:00,C,514
9143,16445,2024-09-14 00:00:00,C,876
9144,16447,2026-03-25 00:00:00,C,738
9145,16448,2024-01-23 00:00:00,A,1040
9146,16449,2026-06-06 00:00:00,C,445
9147,16450,2023-12-29 00:00:00,B,12
9148,16457,2024-10-01 00:00:00,C,907
9149,16458,2026-06-14 00:00:00,C,873
9150,16459,2024-01-15 00:00:00,A,1168
9151,16463,2024-09-24 00:00:00,A,898
9152,16464,2026-07-13 00:00:00,C,791
9153,16465,2024-08-20 00:00:00,A,1117
9154,16467,2024-02-09 00:00:00,A,264
9155,16470,2025-03-12 00:00:00,A,713
9156,16472,2023-08-06 00:00:00,A,26
9157,16473,2024-07-28 00:00:00,A,512
9158,16474,2025-10-06 00:00:00,A,355
9159,16475,2026-03-31 00:00:00,B,645
9160,16476,2024-01-18 00:00:00,A,697
9161,16478,2026-02-25 00:00:00,C,740
9162,16481,2024-07-19 00:00:00,A,540
9163,16482,2024-05-10 00:00:00,C,284
9164,16484,2025-11-17 00:00:00,A,258
9165,16486,2026-03-03 00:00:00,A,733
9166,16490,2025-12-21 00:00:00,A,336
9167,16491,2025-06-01 00:00:00,C,414
9168,16492,2026-01-23 00:00:00,A,269
9169,16496,2026-07-13 00:00:00,A,200
9170,16498,2025-06-03 00:00:00,C,974
9171,16500,2023-10-29 00:00:00,A,1146
9172,16503,2026-05-22 00:00:00,B,743
9173,16504,2024-06-17 00:00:00,A,346
9174,16508,2024-09-30 00:00:00,C,370
9175,16510,2026-04-05 00:00:00,A,258
9176,16512,2025-04-12 00:00:00,A,401
9177,16513,2025-12-08 00:00:00,A,58
9178,16514,2024-01-04 00:00:00,C,901
9179,16515,2025-01-03 00:00:00,C,957
9180,16517,2024-11-01 00:00:00,A,532
9181,16519,2024-09-09 00:00:00,B,996
9182,16521,2023-07-06 00:00:00,C,416
9183,16523,2024-02-10 00:00:00,C,1188
9184,16526,2024-12-15 00:00:00,A,164
9185,16527,2024-10-05 00:00:00,A,854
9186,16532,2025-09-02 00:00:00,A,869
9187,16535,2023-08-12 00:00:00,A,542
9188,16536,2026-05-21 00:00:00,A,481
9189,16537,2023-11-20 00:00:00,A,1088
9190,16538,2025-12-09 00:00:00,C,757
9191,16539,2026-07-13 00:00:00,A,308
9192,16540,2025-01-11 00:00:00,A,367
9193,16542,2026-04-13 00:00:00,A,486
9194,16543,2026-07-13 00:00:00,C,711
9195,16545,2026-06-06 00:00:00,B,67
9196,16546,2026-07-13 00:00:00,A,959
9197,16551,2024-11-24 00:00:00,A,949
9198,16555,2026-01-13 00:00:00,A,859
9199,16556,2026-03-31 00:00:00,A,391
9200,16561,2025-09-12 00:00:00,A,1234
9201,16568,2024-07-28 00:00:00,A,598
9202,16569,2024-05-23 00:00:00,A,239
9203,16570,2026-07-13 00:00:00,C,1185
9204,16571,2025-06-19 00:00:00,A,236
9205,16572,2024-04-14 00:00:00,A,543
9206,16575,2026-06-04 00:00:00,A,802
9207,16576,2023-11-25 00:00:00,B,842
9208,16577,2023-12-01 00:00:00,A,133
9209,16578,2026-07-13 00:00:00,A,520
9210,16580,2024-12-30 00:00:00,A,683
9211,16581,2023-06-02 00:00:00,A,1126
9212,16582,2025-12-19 00:00:00,A,416
9213,16583,2026-07-13 00:00:00,A,393
9214,16587,2026-04-18 00:00:00,A,770
9215,16588,2025-05-05 00:00:00,A,41
9216,16589,2026-04-18 00:00:00,A,430
9217,16590,2025-07-28 00:00:00,C,858
9218,16593,2024-09-07 00:00:00,B,161
9219,16594,2023-08-11 00:00:00,A,94
9220,16596,2025-02-12 00:00:00,A,265
9221,16597,2025-09-23 00:00:00,A,590
9222,16599,2026-07-13 00:00:00,C,722
9223,16600,2023-11-20 00:00:00,A,403
9224,16602,2025-08-20 00:00:00,A,402
9225,16603,2024-07-28 00:00:00,A,152
9226,16605,2026-07-13 00:00:00,C,762
9227,16606,2025-06-25 00:00:00,A,432
9228,16607,2026-07-04 00:00:00,A,329
9229,16608,2026-05-25 00:00:00,A,140
9230,16611,2024-12-12 00:00:00,A,439
9231,16612,2025-08-04 00:00:00,C,96
9232,16613,2024-09-10 00:00:00,A,1038
9233,16614,2026-01-09 00:00:00,A,1151
9234,16615,2025-09-05 00:00:00,A,637
9235,16616,2024-09-18 00:00:00,A,715
9236,16621,2024-04-29 00:00:00,C,437
9237,16624,2024-03-19 00:00:00,A,532
9238,16625,2025-06-20 00:00:00,A,1248
9239,16626,2024-12-06 00:00:00,C,638
9240,16627,2024-06-10 00:00:00,A,342
9241,16628,2026-05-14 00:00:00,C,1111
9242,16632,2023-03-23 00:00:00,A,344
9243,16633,2025-10-27 00:00:00,A,71
9244,16634,2024-02-02 00:00:00,B,1138
9245,16635,2024-10-02 00:00:00,A,471
9246,16636,2026-07-13 00:00:00,C,484
9247,16637,2026-07-13 00:00:00,C,865
9248,16638,2025-11-29 00:00:00,A,897
9249,16639,2025-11-28 00:00:00,C,336
9250,16641,2024-06-14 00:00:00,A,988
9251,16643,2026-06-26 00:00:00,A,895
9252,16647,2024-02-27 00:00:00,A,944
9253,16648,2024-12-20 00:00:00,A,1167
9254,16649,2025-10-27 00:00:00,C,58
9255,16651,2023-10-20 00:00:00,A,969
9256,16652,2023-10-29 00:00:00,A,71
9257,16655,2025-08-01 00:00:00,A,651
9258,16658,2025-11-25 00:00:00,A,236
9259,16662,2025-05-05 00:00:00,A,441
9260,16663,2025-08-03 00:00:00,A,1107
9261,16664,2025-05-11 00:00:00,A,1277
9262,16666,2024-04-23 00:00:00,A,856
9263,16668,2025-11-25 00:00:00,A,654
9264,16669,2024-02-04 00:00:00,C,1314
9265,16670,2023-04-26 00:00:00,A,259
9266,16672,2024-08-20 00:00:00,A,1001
9267,16673,2026-02-07 00:00:00,A,589
9268,16675,2025-05-28 00:00:00,A,542
9269,16679,2025-01-14 00:00:00,C,479
9270,16681,2026-07-13 00:00:00,C,903
9271,16682,2024-11-20 00:00:00,C,167
9272,16683,2025-06-16 00:00:00,A,1197
9273,16686,2026-06-06 00:00:00,A,495
9274,16687,2024-11-26 00:00:00,C,1024
9275,16688,2025-11-02 00:00:00,A,1194
9276,16689,2024-02-10 00:00:00,C,639
9277,16690,2026-02-25 00:00:00,C,997
9278,16691,2024-04-28 00:00:00,C,285
9279,16692,2025-08-30 00:00:00,A,1307
9280,16693,2024-03-08 00:00:00,A,708
9281,16694,2024-04-30 00:00:00,C,7
9282,16695,2024-03-15 00:00:00,A,231
9283,16696,2026-05-26 00:00:00,A,801
9284,16699,2024-02-11 00:00:00,A,354
9285,16701,2026-07-13 00:00:00,C,1252
9286,16702,2024-11-20 00:00:00,A,225
9287,16703,2024-10-17 00:00:00,A,286
9288,16706,2026-04-28 00:00:00,A,207
9289,16707,2025-07-26 00:00:00,C,719
9290,16708,2024-05-09 00:00:00,C,103
9291,16709,2026-07-13 00:00:00,B,476
9292,16712,2024-12-11 00:00:00,C,1141
9293,16715,2025-11-19 00:00:00,A,94
9294,16717,2026-07-13 00:00:00,A,345
9295,16719,2026-05-21 00:00:00,C,387
9296,16720,2025-05-18 00:00:00,A,1050
9297,16722,2026-02-02 00:00:00,B,14
9298,16725,2026-07-13 00:00:00,A,1250
9299,16726,2024-05-24 00:00:00,A,477
9300,16728,2024-05-30 00:00:00,A,172
9301,16731,2023-07-17 00:00:00,A,832
9302,16733,2026-07-13 00:00:00,A,602
9303,16734,2025-01-06 00:00:00,A,137
9304,16735,2024-02-18 00:00:00,A,1287
9305,16737,2023-07-26 00:00:00,A,440
9306,16738,2024-06-15 00:00:00,A,340
9307,16739,2025-03-01 00:00:00,A,435
9308,16742,2023-08-27 00:00:00,C,550
9309,16745,2025-07-21 00:00:00,A,1104
9310,16749,2026-07-13 00:00:00,A,460
9311,16750,2024-01-05 00:00:00,A,790
9312,16751,2026-01-13 00:00:00,C,89
9313,16752,2024-07-22 00:00:00,A,254
9314,16753,2025-09-17 00:00:00,C,931
9315,16754,2026-06-09 00:00:00,A,679
9316,16755,2024-06-17 00:00:00,A,775
9317,16758,2026-06-24 00:00:00,A,1253
9318,16760,2023-05-19 00:00:00,C,1248
9319,16761,2026-07-13 00:00:00,C,721
9320,16764,2026-03-03 00:00:00,B,593
9321,16765,2024-05-05 00:00:00,A,12
9322,16766,2025-11-02 00:00:00,A,1330
9323,16767,2026-07-13 00:00:00,C,13
9324,16768,2025-01-10 00:00:00,A,337
9325,16769,2024-09-19 00:00:00,A,1189
9326,16770,2026-03-11 00:00:00,B,998
9327,16771,2024-11-09 00:00:00,C,1255
9328,16773,2025-01-08 00:00:00,A,338
9329,16775,2026-06-06 00:00:00,A,515
9330,16776,2026-07-13 00:00:00,A,283
9331,16777,2026-07-13 00:00:00,A,358
9332,16778,2023-08-16 00:00:00,A,1026
9333,16779,2024-04-18 00:00:00,C,25
9334,16780,2025-05-30 00:00:00,B,352
9335,16781,2024-02-01 00:00:00,A,445
9336,16784,2024-11-24 00:00:00,A,870
9337,16785,2023-08-03 00:00:00,A,676
9338,16787,2025-03-13 00:00:00,A,541
9339,16789,2025-03-27 00:00:00,A,124
9340,16791,2024-09-27 00:00:00,A,170
9341,16792,2025-03-08 00:00:00,A,1108
9342,16796,2024-01-19 00:00:00,A,832
9343,16797,2026-02-08 00:00:00,A,684
9344,16798,2023-05-28 00:00:00,A,403
9345,16799,2025-03-22 00:00:00,A,337
9346,16800,2023-11-26 00:00:00,A,173
9347,16801,2023-05-21 00:00:00,A,276
9348,16804,2026-04-15 00:00:00,A,303
9349,16806,2024-02-09 00:00:00,A,258
9350,16809,2023-07-24 00:00:00,C,539
9351,16810,2026-07-13 00:00:00,A,33
9352,16814,2025-08-25 00:00:00,C,5
9353,16816,2023-08-07 00:00:00,A,277
9354,16819,2026-07-13 00:00:00,A,284
9355,16820,2026-07-04 00:00:00,A,344
9356,16823,2024-06-09 00:00:00,A,902
9357,16824,2026-05-04 00:00:00,A,405
9358,16827,2024-11-08 00:00:00,C,167
9359,16828,2025-02-03 00:00:00,A,352
9360,16829,2026-07-13 00:00:00,A,716
9361,16830,2025-05-27 00:00:00,C,91
9362,16831,2026-01-09 00:00:00,A,77
9363,16834,2026-05-18 00:00:00,A,930
9364,16836,2026-07-13 00:00:00,A,486
9365,16837,2023-05-17 00:00:00,A,341
9366,16841,2026-05-03 00:00:00,A,1146
9367,16842,2025-01-27 00:00:00,A,249
9368,16843,2026-03-01 00:00:00,B,812
9369,16844,2026-06-02 00:00:00,A,915
9370,16845,2025-04-18 00:00:00,A,769
9371,16848,2026-07-13 00:00:00,C,187
9372,16849,2026-06-16 00:00:00,A,658
9373,16856,2025-04-12 00:00:00,C,964
9374,16860,2026-07-13 00:00:00,A,255
9375,16862,2025-06-09 00:00:00,C,543
9376,16865,2026-01-04 00:00:00,B,1234
9377,16867,2024-06-06 00:00:00,C,980
9378,16868,2025-09-26 00:00:00,A,12
9379,16870,2024-08-22 00:00:00,A,959
9380,16871,2025-12-02 00:00:00,A,1053
9381,16872,2023-09-30 00:00:00,C,335
9382,16873,2025-07-18 00:00:00,C,656
9383,16880,2026-04-01 00:00:00,A,1090
9384,16885,2023-05-21 00:00:00,A,637
9385,16887,2025-09-09 00:00:00,A,416
9386,16888,2026-01-08 00:00:00,A,946
9387,16889,2025-09-17 00:00:00,C,558
9388,16891,2026-07-13 00:00:00,A,777
9389,16892,2026-07-13 00:00:00,A,95
9390,16894,2024-06-20 00:00:00,A,1130
9391,16895,2025-05-19 00:00:00,A,553
9392,16896,2023-12-28 00:00:00,A,296
9393,16898,2026-07-13 00:00:00,C,821
9394,16899,2024-09-05 00:00:00,A,269
9395,16900,2026-07-13 00:00:00,A,872
9396,16901,2025-06-30 00:00:00,A,1280
9397,16902,2024-12-03 00:00:00,A,591
9398,16903,2026-03-02 00:00:00,A,1048
9399,16905,2025-08-03 00:00:00,A,6
9400,16906,2025-07-10 00:00:00,B,160
9401,16907,2025-03-07 00:00:00,A,1179
9402,16910,2026-07-13 00:00:00,C,641
9403,16912,2024-08-24 00:00:00,A,329
9404,16914,2023-11-25 00:00:00,A,468
9405,16916,2023-08-27 00:00:00,A,546
9406,16918,2025-09-24 00:00:00,B,997
9407,16920,2026-07-13 00:00:00,A,1139
9408,16921,2025-10-14 00:00:00,A,388
9409,16922,2025-01-21 00:00:00,A,958
9410,16923,2026-05-10 00:00:00,A,844
9411,16924,2026-03-14 00:00:00,A,1060
9412,16925,2026-07-05 00:00:00,A,1151
9413,16926,2026-05-07 00:00:00,A,926
9414,16927,2025-02-14 00:00:00,A,1097
9415,16928,2023-09-20 00:00:00,C,1328
9416,16929,2024-05-14 00:00:00,A,208
9417,16930,2023-08-23 00:00:00,A,745
9418,16936,2025-02-14 00:00:00,B,1245
9419,16938,2023-11-16 00:00:00,C,710
9420,16939,2024-04-11 00:00:00,A,68
9421,16940,2023-08-07 00:00:00,B,1196
9422,16941,2024-02-26 00:00:00,B,1316
9423,16942,2026-01-03 00:00:00,A,191
9424,16943,2024-09-01 00:00:00,A,134
9425,16947,2026-07-13 00:00:00,A,20
9426,16950,2026-02-12 00:00:00,A,135
9427,16951,2026-07-13 00:00:00,A,373
9428,16953,2025-01-07 00:00:00,A,1125
9429,16954,2023-08-15 00:00:00,A,199
9430,16956,2025-04-11 00:00:00,A,1053
9431,16957,2024-10-18 00:00:00,A,1278
9432,16963,2026-07-13 00:00:00,A,1269
9433,16965,2023-12-22 00:00:00,C,651
9434,16966,2025-12-30 00:00:00,A,608
9435,16971,2024-12-27 00:00:00,A,1052
9436,16972,2023-10-16 00:00:00,A,396
9437,16976,2025-10-09 00:00:00,A,1126
9438,16978,2025-09-15 00:00:00,C,92
9439,16979,2024-02-23 00:00:00,A,450
9440,16980,2024-12-26 00:00:00,A,896
9441,16982,2024-03-13 00:00:00,A,999
9442,16983,2026-07-13 00:00:00,A,229
9443,16984,2024-08-20 00:00:00,A,472
9444,16985,2026-01-29 00:00:00,A,1067
9445,16986,2026-06-16 00:00:00,C,98
9446,16987,2023-11-01 00:00:00,A,735
9447,16988,2024-04-04 00:00:00,A,1308
9448,16991,2026-02-28 00:00:00,A,351
9449,16993,2026-06-15 00:00:00,B,1223
9450,16995,2024-07-06 00:00:00,C,1258
9451,16996,2024-09-18 00:00:00,A,666
9452,17000,2025-06-03 00:00:00,A,290
9453,17001,2024-12-26 00:00:00,A,810
9454,17002,2025-03-14 00:00:00,A,825
9455,17003,2025-03-25 00:00:00,A,612
9456,17004,2026-07-13 00:00:00,C,780
9457,17005,2025-11-04 00:00:00,A,157
9458,17006,2026-04-11 00:00:00,B,1053
9459,17007,2025-01-12 00:00:00,A,967
9460,17009,2025-12-21 00:00:00,A,232
9461,17017,2025-03-13 00:00:00,B,339
9462,17018,2025-12-22 00:00:00,A,622
9463,17022,2023-12-12 00:00:00,B,874
9464,17024,2026-07-13 00:00:00,A,1132
9465,17025,2026-07-13 00:00:00,A,353
9466,17027,2026-05-23 00:00:00,A,1083
9467,17030,2025-02-22 00:00:00,A,141
9468,17031,2026-06-27 00:00:00,A,796
9469,17032,2023-07-14 00:00:00,A,1197
9470,17033,2024-06-14 00:00:00,C,1132
9471,17034,2024-07-23 00:00:00,A,1143
9472,17036,2024-04-22 00:00:00,B,898
9473,17037,2025-10-21 00:00:00,A,810
9474,17039,2026-07-13 00:00:00,A,821
9475,17040,2026-03-17 00:00:00,C,184
9476,17041,2024-03-01 00:00:00,A,765
9477,17042,2025-12-01 00:00:00,A,809
9478,17043,2026-07-13 00:00:00,C,654
9479,17044,2025-07-20 00:00:00,A,938
9480,17045,2025-07-03 00:00:00,C,1108
9481,17047,2023-07-14 00:00:00,A,999
9482,17049,2024-12-21 00:00:00,A,1073
9483,17051,2024-06-29 00:00:00,A,768
9484,17052,2026-07-13 00:00:00,B,1335
9485,17053,2026-07-13 00:00:00,B,1254
9486,17054,2026-07-13 00:00:00,A,78
9487,17055,2026-07-13 00:00:00,C,1330
9488,17056,2023-05-14 00:00:00,A,1185
9489,17057,2025-07-08 00:00:00,A,119
9490,17058,2026-07-01 00:00:00,A,297
9491,17059,2024-09-25 00:00:00,C,503
9492,17061,2023-12-13 00:00:00,A,150
9493,17063,2024-01-07 00:00:00,A,742
9494,17065,2024-04-28 00:00:00,A,701
9495,17067,2024-08-26 00:00:00,C,531
9496,17068,2024-11-12 00:00:00,A,1160
9497,17070,2025-06-18 00:00:00,A,423
9498,17076,2025-02-15 00:00:00,A,1248
9499,17077,2026-01-19 00:00:00,A,455
9500,17080,2024-05-09 00:00:00,A,215
9501,17084,2023-05-17 00:00:00,B,981
9502,17087,2025-07-26 00:00:00,A,241
9503,17089,2026-07-13 00:00:00,C,349
9504,17090,2024-10-25 00:00:00,B,1127
9505,17091,2023-12-19 00:00:00,C,516
9506,17092,2025-05-22 00:00:00,A,800
9507,17094,2026-04-16 00:00:00,A,1083
9508,17095,2024-09-18 00:00:00,A,233
9509,17099,2023-06-09 00:00:00,A,1228
9510,17101,2025-05-14 00:00:00,A,482
9511,17103,2024-06-20 00:00:00,B,1023
9512,17104,2024-06-12 00:00:00,A,448
9513,17106,2024-02-03 00:00:00,B,1119
9514,17107,2024-12-18 00:00:00,A,7
9515,17108,2025-02-25 00:00:00,C,248
9516,17109,2025-02-12 00:00:00,A,1032
9517,17114,2025-08-06 00:00:00,A,875
9518,17115,2023-08-03 00:00:00,A,741
9519,17116,2024-05-24 00:00:00,A,621
9520,17118,2025-02-06 00:00:00,A,1314
9521,17119,2023-06-27 00:00:00,A,232
9522,17121,2024-12-20 00:00:00,C,936
9523,17123,2025-04-23 00:00:00,A,212
9524,17124,2025-09-14 00:00:00,B,875
9525,17125,2026-03-19 00:00:00,C,396
9526,17127,2024-12-29 00:00:00,A,1129
9527,17128,2025-06-20 00:00:00,A,448
9528,17129,2024-11-30 00:00:00,A,39
9529,17130,2025-11-05 00:00:00,B,229
9530,17133,2026-07-13 00:00:00,A,137
9531,17137,2025-02-23 00:00:00,A,291
9532,17138,2025-09-21 00:00:00,C,1334
9533,17139,2024-01-05 00:00:00,C,1300
9534,17141,2025-02-18 00:00:00,A,920
9535,17144,2024-02-20 00:00:00,A,661
9536,17145,2026-07-13 00:00:00,C,330
9537,17149,2023-08-01 00:00:00,A,407
9538,17151,2026-05-31 00:00:00,A,1324
9539,17153,2024-06-04 00:00:00,A,1038
9540,17158,2025-10-18 00:00:00,A,1242
9541,17159,2026-07-13 00:00:00,A,851
9542,17161,2024-03-10 00:00:00,A,543
9543,17162,2024-06-10 00:00:00,A,695
9544,17164,2025-11-28 00:00:00,A,144
9545,17166,2026-07-13 00:00:00,A,188
9546,17167,2023-12-07 00:00:00,A,1315
9547,17169,2024-04-22 00:00:00,A,1089
9548,17170,2026-01-28 00:00:00,C,1112
9549,17172,2025-09-24 00:00:00,A,1291
9550,17173,2024-09-03 00:00:00,A,949
9551,17175,2026-06-28 00:00:00,A,233
9552,17178,2024-12-20 00:00:00,A,1076
9553,17179,2025-05-27 00:00:00,A,107
9554,17181,2024-03-25 00:00:00,B,700
9555,17184,2024-02-12 00:00:00,B,1168
9556,17185,2026-04-23 00:00:00,A,461
9557,17187,2024-12-18 00:00:00,A,909
9558,17188,2025-01-20 00:00:00,A,795
9559,17190,2025-09-17 00:00:00,B,1267
9560,17195,2023-06-11 00:00:00,C,1129
9561,17196,2023-08-01 00:00:00,A,808
9562,17202,2024-08-20 00:00:00,A,376
9563,17203,2024-06-14 00:00:00,C,370
9564,17204,2025-09-05 00:00:00,A,1019
