CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
18910,MVA,279,1,1
18911,IPC,323,1,1
18911,IPC,325,2,2
18912,IPC,420,1,1
18912,ITA,66D,2,2
18913,IPC,420,1,1
18914,IPC,379,1,1
18914,BNS,303,2,2
18915,IPC,457,1,1
18916,IPC,379,1,1
18917,IPC,498A,1,1
18918,IPC,457,1,1
18919,IPC,354,1,1
18920,IPC,457,1,1
18921,IPC,379,1,1
18921,BNS,303,2,2
18922,IPC,363,1,1
18923,IPC,457,1,1
18923,IPC,380,2,2
18924,KPA,110,1,1
18925,NDPS,20,1,1
18926,IPC,379,1,1
18927,IPC,379,1,1
18927,IPC,392,2,2
18928,IPC,379,1,1
18928,BNS,303,2,2
18929,IPC,420,1,1
18930,IPC,457,1,1
18931,IPC,354,1,1
18931,ITA,67,2,2
18932,IPC,457,1,1
18933,IPC,379,1,1
18933,BNS,303,2,2
18934,MVA,279,1,1
18935,IPC,354,1,1
18935,ITA,67,2,2
18936,IPC,457,1,1
18936,IPC,380,2,2
18937,IPC,420,1,1
18937,ITA,66D,2,2
18937,BNS,318,3,3
18938,IPC,457,1,1
18938,IPC,380,2,2
18939,IPC,420,1,1
18939,ITA,66D,2,2
18940,ITA,67,1,1
18940,ITA,66D,2,2
18941,IPC,420,1,1
18941,ITA,66D,2,2
18942,IPC,379,1,1
18943,IPC,379,1,1
18943,BNS,303,2,2
18944,IPC,323,1,1
18945,IPC,379,1,1
18945,BNS,303,2,2
18946,IPC,498A,1,1
18947,IPC,379,1,1
18948,IPC,379,1,1
18948,BNS,303,2,2
18949,IPC,379,1,1
18949,BNS,303,2,2
18950,IPC,392,1,1
18950,BNS,309,2,2
18951,IPC,420,1,1
18952,IPC,379,1,1
18952,BNS,303,2,2
18953,IPC,379,1,1
18954,IPC,379,1,1
18955,IPC,420,1,1
18955,ITA,66D,2,2
18956,IPC,379,1,1
18956,IPC,392,2,2
18957,IPC,323,1,1
18958,IPC,363,1,1
18959,IPC,354,1,1
18959,ITA,67,2,2
18960,IPC,457,1,1
18960,IPC,380,2,2
18961,IPC,420,1,1
18962,IPC,420,1,1
18962,ITA,66D,2,2
18963,IPC,392,1,1
18964,IPC,457,1,1
18964,IPC,380,2,2
18965,IPC,420,1,1
18966,IPC,457,1,1
18967,IPC,323,1,1
18967,BNS,115,2,2
18968,IPC,323,1,1
18968,IPC,325,2,2
18968,BNS,115,3,3
18969,IPC,363,1,1
18970,IPC,457,1,1
18970,IPC,380,2,2
18971,IPC,420,1,1
18972,IPC,323,1,1
18973,IPC,420,1,1
18973,ITA,66D,2,2
18974,IPC,379,1,1
18975,IPC,379,1,1
18975,BNS,303,2,2
18976,IPC,323,1,1
18977,KPA,110,1,1
18978,IPC,420,1,1
18978,ITA,66D,2,2
18979,IPC,323,1,1
18979,IPC,325,2,2
18980,IPC,420,1,1
18980,ITA,66D,2,2
18981,IPC,379,1,1
18981,BNS,303,2,2
18982,IPC,379,1,1
18983,IPC,392,1,1
18984,IPC,379,1,1
18985,IPC,379,1,1
18986,IPC,420,1,1
18986,ITA,66D,2,2
18987,IPC,379,1,1
18987,IPC,392,2,2
18988,IPC,354,1,1
18989,IPC,379,1,1
18989,BNS,303,2,2
18990,MVA,279,1,1
18991,IPC,498A,1,1
18992,IPC,420,1,1
18992,ITA,66D,2,2
18992,BNS,318,3,3
18993,IPC,420,1,1
18993,BNS,318,2,2
18994,IPC,379,1,1
18994,BNS,303,2,2
18995,IPC,307,1,1
18995,BNS,109,2,2
18996,IPC,379,1,1
18996,IPC,392,2,2
18997,IPC,457,1,1
18998,IPC,363,1,1
18999,IPC,465,1,1
19000,IPC,498A,1,1
19001,IPC,392,1,1
19001,BNS,309,2,2
19002,IPC,379,1,1
19002,IPC,392,2,2
19003,IPC,379,1,1
19003,BNS,303,2,2
19004,IPC,323,1,1
19005,ITA,66C,1,1
19006,IPC,420,1,1
19006,BNS,318,2,2
19007,IPC,323,1,1
19008,KPA,110,1,1
19009,IPC,323,1,1
19010,IPC,420,1,1
19010,BNS,318,2,2
19011,IPC,406,1,1
19012,IPC,323,1,1
19012,BNS,115,2,2
19013,IPC,420,1,1
19013,BNS,318,2,2
19014,IPC,379,1,1
19014,BNS,303,2,2
19015,ITA,66C,1,1
19016,IPC,379,1,1
19016,BNS,303,2,2
19017,IPC,420,1,1
19017,ITA,66D,2,2
19018,IPC,420,1,1
19018,ITA,66D,2,2
19019,IPC,363,1,1
19020,IPC,354,1,1
19021,IPC,420,1,1
19021,BNS,318,2,2
19022,IPC,457,1,1
19022,IPC,380,2,2
19023,ITA,67,1,1
19024,IPC,323,1,1
19024,IPC,325,2,2
19024,BNS,115,3,3
19025,IPC,406,1,1
19026,IPC,363,1,1
19027,IPC,379,1,1
19027,BNS,303,2,2
19028,IPC,457,1,1
19028,IPC,380,2,2
19029,MVA,279,1,1
19030,IPC,379,1,1
19030,IPC,392,2,2
19031,IPC,457,1,1
19032,IPC,379,1,1
19033,IPC,379,1,1
19033,BNS,303,2,2
19034,IPC,420,1,1
19034,BNS,318,2,2
19035,IPC,379,1,1
19036,IPC,420,1,1
19036,ITA,66D,2,2
19037,IPC,379,1,1
19037,BNS,303,2,2
19038,IPC,363,1,1
19039,IPC,323,1,1
19039,IPC,325,2,2
19039,BNS,115,3,3
19040,IPC,379,1,1
19041,IPC,379,1,1
19041,BNS,303,2,2
19042,MVA,279,1,1
19043,IPC,379,1,1
19043,BNS,303,2,2
19044,IPC,323,1,1
19044,IPC,325,2,2
19045,IPC,379,1,1
19045,BNS,303,2,2
19046,IPC,420,1,1
19047,NDPS,20,1,1
19048,IPC,392,1,1
19049,IPC,323,1,1
19050,IPC,379,1,1
19051,IPC,420,1,1
19051,ITA,66D,2,2
19052,IPC,420,1,1
19053,IPC,420,1,1
19053,ITA,66D,2,2
19053,BNS,318,3,3
19054,IPC,307,1,1
19054,BNS,109,2,2
19055,IPC,379,1,1
19056,IPC,302,1,1
19056,BNS,103,2,2
19057,IPC,420,1,1
19057,ITA,66D,2,2
19058,IPC,379,1,1
19058,BNS,303,2,2
19059,IPC,354,1,1
19060,IPC,420,1,1
19060,ITA,66D,2,2
19061,IPC,420,1,1
19061,ITA,66D,2,2
19062,NDPS,22,1,1
19063,IPC,379,1,1
19063,IPC,392,2,2
19064,IPC,379,1,1
19064,IPC,392,2,2
19065,IPC,307,1,1
19065,BNS,109,2,2
19066,IPC,379,1,1
19066,BNS,303,2,2
19067,IPC,465,1,1
19068,IPC,457,1,1
19068,IPC,380,2,2
19069,IPC,379,1,1
19070,IPC,392,1,1
19070,BNS,309,2,2
19071,IPC,323,1,1
19071,IPC,325,2,2
19071,BNS,115,3,3
19072,IPC,379,1,1
19073,IPC,498A,1,1
19074,IPC,363,1,1
19075,ITA,66C,1,1
19075,ITA,66D,2,2
19076,IPC,323,1,1
19076,IPC,325,2,2
19076,BNS,115,3,3
19077,IPC,420,1,1
19078,MVA,279,1,1
19079,IPC,420,1,1
19079,ITA,66D,2,2
19080,IPC,395,1,1
19081,IPC,420,1,1
19081,ITA,66D,2,2
19082,IPC,420,1,1
19082,BNS,318,2,2
19083,IPC,465,1,1
19084,IPC,323,1,1
19084,IPC,325,2,2
19084,BNS,115,3,3
19085,MVA,279,1,1
19086,IPC,420,1,1
19087,IPC,379,1,1
19087,BNS,303,2,2
19088,IPC,379,1,1
19088,BNS,303,2,2
19089,IPC,307,1,1
19090,IPC,323,1,1
19091,IPC,465,1,1
19092,IPC,457,1,1
19093,IPC,379,1,1
19094,IPC,498A,1,1
19095,IPC,498A,1,1
19096,MVA,279,1,1
19097,IPC,379,1,1
19098,ITA,67,1,1
19098,ITA,66D,2,2
19099,IPC,379,1,1
19099,BNS,303,2,2
19100,IPC,379,1,1
19100,BNS,303,2,2
19101,IPC,392,1,1
19101,BNS,309,2,2
19102,NDPS,20,1,1
19103,IPC,379,1,1
19103,BNS,303,2,2
19104,IPC,379,1,1
19105,IPC,323,1,1
19105,IPC,325,2,2
19105,BNS,115,3,3
19106,IPC,307,1,1
19106,BNS,109,2,2
19107,IPC,379,1,1
19107,BNS,303,2,2
19108,IPC,420,1,1
19108,ITA,66D,2,2
19109,IPC,363,1,1
19110,IPC,379,1,1
19110,BNS,303,2,2
19111,IPC,420,1,1
19111,BNS,318,2,2
19112,IPC,379,1,1
19112,BNS,303,2,2
19113,IPC,392,1,1
19113,BNS,309,2,2
19114,IPC,379,1,1
19115,IPC,379,1,1
19115,BNS,303,2,2
19116,IPC,420,1,1
19117,IPC,420,1,1
19117,ITA,66D,2,2
19118,NDPS,22,1,1
19119,IPC,323,1,1
19119,IPC,325,2,2
19120,IPC,379,1,1
19121,IPC,379,1,1
19122,IPC,420,1,1
19123,IPC,323,1,1
19124,IPC,379,1,1
19125,IPC,498A,1,1
19126,IPC,457,1,1
19126,IPC,380,2,2
19127,IPC,420,1,1
19127,ITA,66D,2,2
19128,IPC,379,1,1
19128,IPC,392,2,2
19129,IPC,457,1,1
19130,IPC,457,1,1
19131,IPC,363,1,1
19132,IPC,302,1,1
19133,IPC,420,1,1
19133,ITA,66D,2,2
19133,BNS,318,3,3
19134,IPC,379,1,1
19134,BNS,303,2,2
19135,IPC,354,1,1
19136,MVA,279,1,1
19137,IPC,395,1,1
19137,BNS,310,2,2
19138,IPC,354,1,1
19139,IPC,379,1,1
19139,IPC,392,2,2
19140,IPC,392,1,1
19140,BNS,309,2,2
19141,IPC,498A,1,1
19142,IPC,307,1,1
19142,BNS,109,2,2
19143,IPC,354,1,1
19144,IPC,323,1,1
19145,MVA,185,1,1
19146,NDPS,20,1,1
19147,IPC,379,1,1
19147,BNS,303,2,2
19148,IPC,465,1,1
19149,IPC,379,1,1
19150,ITA,66C,1,1
19150,ITA,66D,2,2
19151,IPC,379,1,1
19152,IPC,379,1,1
19152,BNS,303,2,2
19153,IPC,379,1,1
19154,IPC,379,1,1
19154,BNS,303,2,2
19155,IPC,379,1,1
19156,IPC,379,1,1
19157,IPC,379,1,1
19157,BNS,303,2,2
19158,IPC,379,1,1
19159,IPC,406,1,1
19160,IPC,379,1,1
19161,IPC,457,1,1
19162,IPC,379,1,1
19162,BNS,303,2,2
19163,IPC,363,1,1
19164,IPC,420,1,1
19165,IPC,406,1,1
19166,IPC,379,1,1
19167,IPC,379,1,1
19168,IPC,457,1,1
19169,IPC,379,1,1
19169,BNS,303,2,2
19170,IPC,363,1,1
19171,IPC,354,1,1
19172,IPC,363,1,1
19173,MVA,279,1,1
19174,MVA,279,1,1
19175,IPC,420,1,1
19175,ITA,66D,2,2
19175,BNS,318,3,3
19176,NDPS,20,1,1
19177,ITA,67,1,1
19178,MVA,279,1,1
19179,IPC,354,1,1
19180,IPC,498A,1,1
19181,IPC,457,1,1
19181,IPC,380,2,2
19182,MVA,185,1,1
19183,IPC,379,1,1
19183,BNS,303,2,2
19184,IPC,420,1,1
19184,BNS,318,2,2
19185,IPC,379,1,1
19186,IPC,379,1,1
19186,BNS,303,2,2
19187,IPC,420,1,1
19187,ITA,66D,2,2
19187,BNS,318,3,3
19188,ITA,66C,1,1
19189,IPC,307,1,1
19189,BNS,109,2,2
19190,IPC,420,1,1
19190,BNS,318,2,2
19191,IPC,323,1,1
19191,IPC,325,2,2
19192,IPC,392,1,1
19193,IPC,379,1,1
19193,BNS,303,2,2
19194,IPC,379,1,1
19195,IPC,323,1,1
19195,IPC,325,2,2
19195,BNS,115,3,3
19196,IPC,379,1,1
19197,IPC,420,1,1
19197,ITA,66D,2,2
19197,BNS,318,3,3
19198,IPC,323,1,1
19198,IPC,325,2,2
19199,IPC,379,1,1
19199,BNS,303,2,2
19200,IPC,379,1,1
19201,IPC,379,1,1
19201,BNS,303,2,2
19202,IPC,420,1,1
19202,ITA,66D,2,2
19203,IPC,406,1,1
19204,IPC,379,1,1
19204,BNS,303,2,2
19205,IPC,406,1,1
19206,IPC,379,1,1
19206,IPC,392,2,2
19207,IPC,379,1,1
19208,IPC,323,1,1
19208,IPC,325,2,2
19209,IPC,392,1,1
19209,BNS,309,2,2
19210,IPC,379,1,1
19211,IPC,392,1,1
19211,BNS,309,2,2
19212,IPC,379,1,1
19212,BNS,303,2,2
19213,IPC,354,1,1
19213,ITA,67,2,2
19214,IPC,379,1,1
19214,BNS,303,2,2
19215,IPC,420,1,1
19215,ITA,66D,2,2
19216,IPC,323,1,1
19216,IPC,325,2,2
19216,BNS,115,3,3
19217,IPC,420,1,1
19218,IPC,379,1,1
19218,IPC,392,2,2
19219,IPC,498A,1,1
19220,IPC,457,1,1
19220,IPC,380,2,2
19221,IPC,323,1,1
19221,BNS,115,2,2
19222,IPC,420,1,1
19223,IPC,457,1,1
19224,IPC,420,1,1
19224,ITA,66D,2,2
19224,BNS,318,3,3
19225,IPC,392,1,1
19226,MVA,279,1,1
19227,IPC,307,1,1
19228,IPC,323,1,1
19228,BNS,115,2,2
19229,IPC,323,1,1
19230,IPC,323,1,1
19231,IPC,498A,1,1
19232,IPC,420,1,1
19233,IPC,457,1,1
19233,IPC,380,2,2
19234,ITA,66C,1,1
19234,ITA,66D,2,2
19235,IPC,420,1,1
19235,ITA,66D,2,2
19236,IPC,457,1,1
19236,IPC,380,2,2
19237,IPC,379,1,1
19237,IPC,392,2,2
19238,IPC,392,1,1
19238,BNS,309,2,2
19239,IPC,457,1,1
19239,IPC,380,2,2
19240,IPC,354,1,1
19241,IPC,379,1,1
19242,IPC,302,1,1
19242,BNS,103,2,2
19243,IPC,498A,1,1
19244,IPC,498A,1,1
19245,IPC,354,1,1
19246,MVA,185,1,1
19247,IPC,323,1,1
19247,IPC,325,2,2
19248,IPC,379,1,1
19248,BNS,303,2,2
19249,IPC,323,1,1
19249,IPC,325,2,2
19250,IPC,457,1,1
19251,IPC,323,1,1
19252,IPC,420,1,1
19253,IPC,420,1,1
19253,ITA,66D,2,2
19254,IPC,379,1,1
19255,IPC,354,1,1
19255,ITA,67,2,2
19256,IPC,379,1,1
19256,BNS,303,2,2
19257,MVA,279,1,1
19258,IPC,465,1,1
19259,IPC,420,1,1
19259,ITA,66D,2,2
19260,IPC,457,1,1
19260,IPC,380,2,2
19261,IPC,379,1,1
19261,BNS,303,2,2
19262,IPC,420,1,1
19262,ITA,66D,2,2
19262,BNS,318,3,3
19263,IPC,379,1,1
19263,BNS,303,2,2
19264,NDPS,20,1,1
19265,NDPS,20,1,1
19266,IPC,420,1,1
19267,IPC,420,1,1
19268,IPC,420,1,1
19268,ITA,66D,2,2
19268,BNS,318,3,3
19269,IPC,379,1,1
19270,IPC,457,1,1
19271,ITA,66C,1,1
19271,ITA,66D,2,2
19272,IPC,420,1,1
19273,ITA,67,1,1
19273,ITA,66D,2,2
19274,IPC,420,1,1
19274,ITA,66D,2,2
19274,BNS,318,3,3
19275,IPC,379,1,1
19276,IPC,420,1,1
19277,NDPS,20,1,1
19278,MVA,279,1,1
19279,IPC,323,1,1
19279,IPC,325,2,2
19279,BNS,115,3,3
19280,IPC,323,1,1
19280,IPC,325,2,2
19281,IPC,323,1,1
19282,IPC,420,1,1
19282,ITA,66D,2,2
19283,IPC,379,1,1
19283,BNS,303,2,2
19284,IPC,354,1,1
19285,IPC,420,1,1
19285,BNS,318,2,2
19286,IPC,498A,1,1
19287,IPC,379,1,1
19287,BNS,303,2,2
19288,MVA,279,1,1
19289,IPC,392,1,1
19289,BNS,309,2,2
19290,IPC,379,1,1
19291,IPC,379,1,1
19292,IPC,379,1,1
19292,BNS,303,2,2
19293,IPC,379,1,1
19294,IPC,323,1,1
19294,IPC,325,2,2
19295,IPC,379,1,1
19296,IPC,323,1,1
19297,IPC,457,1,1
19298,IPC,379,1,1
19299,IPC,465,1,1
19300,IPC,420,1,1
19301,IPC,498A,1,1
19302,IPC,307,1,1
19302,BNS,109,2,2
19303,IPC,323,1,1
19303,IPC,325,2,2
19304,MVA,279,1,1
19305,MVA,185,1,1
19306,IPC,323,1,1
19306,IPC,325,2,2
19307,IPC,457,1,1
19307,IPC,380,2,2
19308,IPC,379,1,1
19309,IPC,392,1,1
19310,ITA,66C,1,1
19310,ITA,66D,2,2
19311,IPC,420,1,1
19311,ITA,66D,2,2
19311,BNS,318,3,3
19312,IPC,395,1,1
19313,NDPS,20,1,1
19314,IPC,457,1,1
19315,IPC,379,1,1
19316,IPC,363,1,1
19317,IPC,379,1,1
19317,BNS,303,2,2
19318,IPC,379,1,1
19319,IPC,420,1,1
19320,IPC,420,1,1
19321,IPC,363,1,1
19322,KPA,110,1,1
19323,IPC,379,1,1
19323,BNS,303,2,2
19324,IPC,379,1,1
19325,IPC,323,1,1
19325,IPC,325,2,2
19326,IPC,354,1,1
19327,IPC,379,1,1
19327,IPC,392,2,2
19328,IPC,323,1,1
19328,BNS,115,2,2
19329,IPC,420,1,1
19329,ITA,66D,2,2
19330,IPC,354,1,1
19331,IPC,323,1,1
19331,BNS,115,2,2
19332,IPC,379,1,1
19332,BNS,303,2,2
19333,IPC,420,1,1
19334,IPC,302,1,1
19334,BNS,103,2,2
19335,IPC,457,1,1
19335,IPC,380,2,2
19336,IPC,457,1,1
19336,IPC,380,2,2
19337,IPC,354,1,1
19338,IPC,420,1,1
19339,IPC,379,1,1
19339,IPC,392,2,2
19340,IPC,392,1,1
19341,IPC,379,1,1
19342,IPC,420,1,1
19342,BNS,318,2,2
19343,IPC,379,1,1
19343,BNS,303,2,2
19344,IPC,420,1,1
19344,BNS,318,2,2
19345,IPC,379,1,1
19345,BNS,303,2,2
19346,ITA,66C,1,1
19347,MVA,279,1,1
19348,IPC,392,1,1
19349,IPC,457,1,1
19350,IPC,323,1,1
19350,BNS,115,2,2
19351,IPC,457,1,1
19352,IPC,354,1,1
19353,IPC,457,1,1
19354,IPC,379,1,1
19355,IPC,420,1,1
19355,ITA,66D,2,2
19356,IPC,323,1,1
19357,MVA,185,1,1
19358,IPC,379,1,1
19358,IPC,392,2,2
19359,IPC,379,1,1
19359,BNS,303,2,2
19360,IPC,379,1,1
19360,BNS,303,2,2
19361,MVA,279,1,1
19362,IPC,395,1,1
19362,BNS,310,2,2
19363,MVA,185,1,1
19364,MVA,185,1,1
19365,IPC,379,1,1
19366,MVA,279,1,1
19367,IPC,323,1,1
19368,NDPS,20,1,1
19369,IPC,323,1,1
19369,IPC,325,2,2
19370,IPC,379,1,1
19371,NDPS,20,1,1
19372,IPC,457,1,1
19373,IPC,457,1,1
19373,IPC,380,2,2
19374,IPC,354,1,1
19375,MVA,279,1,1
19376,IPC,379,1,1
19377,IPC,379,1,1
19377,BNS,303,2,2
19378,IPC,379,1,1
19379,IPC,354,1,1
19380,IPC,379,1,1
19380,BNS,303,2,2
19381,IPC,498A,1,1
19382,IPC,457,1,1
19382,IPC,380,2,2
19383,IPC,354,1,1
19384,IPC,379,1,1
19384,IPC,392,2,2
19385,IPC,465,1,1
19386,IPC,363,1,1
19387,IPC,406,1,1
19388,IPC,379,1,1
19389,IPC,406,1,1
19390,IPC,323,1,1
19390,IPC,325,2,2
19390,BNS,115,3,3
19391,IPC,379,1,1
19391,BNS,303,2,2
19392,IPC,379,1,1
19393,IPC,420,1,1
19394,IPC,498A,1,1
19395,IPC,457,1,1
19396,IPC,406,1,1
19397,IPC,420,1,1
19397,ITA,66D,2,2
19397,BNS,318,3,3
19398,IPC,420,1,1
19399,IPC,392,1,1
19399,BNS,309,2,2
19400,IPC,379,1,1
19401,IPC,420,1,1
19401,ITA,66D,2,2
19401,BNS,318,3,3
19402,IPC,457,1,1
19402,IPC,380,2,2
19403,IPC,379,1,1
19404,IPC,323,1,1
19404,IPC,325,2,2
19404,BNS,115,3,3
19405,IPC,498A,1,1
19406,NDPS,20,1,1
19407,IPC,323,1,1
19408,IPC,379,1,1
19409,IPC,465,1,1
19410,IPC,379,1,1
19411,IPC,420,1,1
19411,ITA,66D,2,2
19411,BNS,318,3,3
19412,IPC,379,1,1
19412,BNS,303,2,2
19413,IPC,457,1,1
19413,IPC,380,2,2
19414,IPC,392,1,1
19414,BNS,309,2,2
19415,IPC,379,1,1
19416,IPC,379,1,1
19417,IPC,420,1,1
19417,ITA,66D,2,2
19418,IPC,379,1,1
19419,IPC,420,1,1
19419,ITA,66D,2,2
19420,IPC,420,1,1
19420,ITA,66D,2,2
19421,IPC,457,1,1
19422,IPC,457,1,1
19422,IPC,380,2,2
19423,IPC,420,1,1
19423,ITA,66D,2,2
19423,BNS,318,3,3
19424,IPC,420,1,1
19425,IPC,379,1,1
19426,IPC,363,1,1
19427,IPC,498A,1,1
19428,IPC,379,1,1
19429,IPC,354,1,1
19430,IPC,379,1,1
19430,BNS,303,2,2
19431,IPC,379,1,1
19432,IPC,379,1,1
19433,IPC,379,1,1
19433,IPC,392,2,2
19434,IPC,379,1,1
19434,IPC,392,2,2
19435,IPC,323,1,1
19435,IPC,325,2,2
19435,BNS,115,3,3
19436,IPC,379,1,1
19436,IPC,392,2,2
19437,IPC,498A,1,1
19438,IPC,457,1,1
19439,ITA,66C,1,1
19439,ITA,66D,2,2
19440,IPC,379,1,1
19440,BNS,303,2,2
19441,IPC,323,1,1
19441,IPC,325,2,2
19442,IPC,498A,1,1
19443,IPC,457,1,1
19444,MVA,185,1,1
19445,IPC,420,1,1
19445,BNS,318,2,2
19446,IPC,498A,1,1
19447,MVA,279,1,1
19448,IPC,498A,1,1
19449,IPC,457,1,1
19450,IPC,420,1,1
19450,ITA,66D,2,2
19450,BNS,318,3,3
19451,IPC,323,1,1
19451,BNS,115,2,2
19452,IPC,420,1,1
19453,IPC,354,1,1
19454,IPC,323,1,1
19454,IPC,325,2,2
19455,IPC,379,1,1
19455,IPC,392,2,2
19456,IPC,379,1,1
19456,BNS,303,2,2
19457,IPC,420,1,1
19457,BNS,318,2,2
19458,IPC,307,1,1
19458,BNS,109,2,2
19459,IPC,379,1,1
19459,BNS,303,2,2
19460,IPC,420,1,1
19460,ITA,66D,2,2
19461,KPA,110,1,1
19462,IPC,379,1,1
19462,BNS,303,2,2
19463,IPC,379,1,1
19463,BNS,303,2,2
19464,IPC,363,1,1
19465,IPC,323,1,1
19465,IPC,325,2,2
19465,BNS,115,3,3
19466,MVA,279,1,1
19467,IPC,379,1,1
19468,ITA,66C,1,1
19469,IPC,379,1,1
19470,IPC,498A,1,1
19471,IPC,457,1,1
19472,IPC,498A,1,1
19473,IPC,392,1,1
19474,IPC,420,1,1
19475,IPC,457,1,1
19475,IPC,380,2,2
19476,IPC,498A,1,1
19477,IPC,420,1,1
19477,BNS,318,2,2
19478,IPC,457,1,1
19478,IPC,380,2,2
19479,IPC,379,1,1
19479,BNS,303,2,2
19480,IPC,379,1,1
19480,BNS,303,2,2
19481,IPC,379,1,1
19482,IPC,379,1,1
19483,IPC,392,1,1
19483,BNS,309,2,2
19484,ITA,66C,1,1
19485,MVA,185,1,1
19486,IPC,323,1,1
19487,IPC,379,1,1
19487,BNS,303,2,2
19488,IPC,379,1,1
19489,ITA,66C,1,1
19489,ITA,66D,2,2
19490,IPC,323,1,1
19490,BNS,115,2,2
19491,IPC,379,1,1
19491,IPC,392,2,2
19492,IPC,395,1,1
19493,IPC,379,1,1
19494,IPC,379,1,1
19494,BNS,303,2,2
19495,IPC,457,1,1
19496,IPC,323,1,1
19496,IPC,325,2,2
19496,BNS,115,3,3
19497,IPC,420,1,1
19498,IPC,323,1,1
19498,IPC,325,2,2
19498,BNS,115,3,3
19499,ITA,67,1,1
19499,ITA,66D,2,2
19500,IPC,457,1,1
19501,IPC,420,1,1
19502,IPC,392,1,1
19502,BNS,309,2,2
19503,IPC,498A,1,1
19504,IPC,379,1,1
19504,BNS,303,2,2
19505,IPC,363,1,1
19506,IPC,379,1,1
19506,BNS,303,2,2
19507,IPC,420,1,1
19508,NDPS,22,1,1
19509,IPC,363,1,1
19510,IPC,379,1,1
19510,BNS,303,2,2
19511,IPC,307,1,1
19511,BNS,109,2,2
19512,IPC,420,1,1
19513,IPC,392,1,1
19513,BNS,309,2,2
19514,MVA,279,1,1
19515,IPC,392,1,1
19516,IPC,302,1,1
19517,IPC,379,1,1
19518,IPC,379,1,1
19519,KPA,110,1,1
19520,IPC,420,1,1
19520,ITA,66D,2,2
19520,BNS,318,3,3
19521,IPC,379,1,1
19521,IPC,392,2,2
19522,IPC,363,1,1
19523,IPC,379,1,1
19524,IPC,420,1,1
19525,IPC,379,1,1
19526,IPC,498A,1,1
19527,IPC,420,1,1
19527,ITA,66D,2,2
19527,BNS,318,3,3
19528,IPC,323,1,1
19528,IPC,325,2,2
19528,BNS,115,3,3
19529,IPC,379,1,1
19529,BNS,303,2,2
19530,NDPS,22,1,1
19531,ITA,66C,1,1
19532,IPC,323,1,1
19533,IPC,379,1,1
19534,IPC,379,1,1
19534,BNS,303,2,2
19535,IPC,379,1,1
19535,BNS,303,2,2
19536,IPC,323,1,1
19537,IPC,379,1,1
19537,BNS,303,2,2
19538,IPC,307,1,1
19539,IPC,457,1,1
19540,IPC,420,1,1
19540,ITA,66D,2,2
19541,IPC,379,1,1
19541,BNS,303,2,2
19542,ITA,66C,1,1
19542,ITA,66D,2,2
19543,IPC,379,1,1
19543,BNS,303,2,2
19544,IPC,323,1,1
19545,IPC,379,1,1
19546,IPC,379,1,1
19547,IPC,379,1,1
19548,IPC,457,1,1
19548,IPC,380,2,2
19549,IPC,457,1,1
19549,IPC,380,2,2
19550,IPC,379,1,1
19550,BNS,303,2,2
19551,KPA,110,1,1
19552,IPC,379,1,1
19552,IPC,392,2,2
19553,ITA,66C,1,1
19554,IPC,379,1,1
19554,BNS,303,2,2
19555,IPC,457,1,1
19556,IPC,379,1,1
19556,BNS,303,2,2
19557,MVA,279,1,1
19558,IPC,379,1,1
19559,IPC,379,1,1
19559,IPC,392,2,2
19560,IPC,392,1,1
19561,KPA,110,1,1
19562,IPC,420,1,1
19562,ITA,66D,2,2
19563,IPC,379,1,1
19564,IPC,323,1,1
19564,IPC,325,2,2
19565,IPC,457,1,1
19565,IPC,380,2,2
19566,IPC,498A,1,1
19567,IPC,379,1,1
19567,BNS,303,2,2
19568,IPC,420,1,1
19569,IPC,420,1,1
19570,IPC,457,1,1
19570,IPC,380,2,2
19571,IPC,323,1,1
19572,IPC,498A,1,1
19573,IPC,379,1,1
19574,IPC,379,1,1
19575,IPC,379,1,1
19575,BNS,303,2,2
19576,IPC,465,1,1
19577,IPC,379,1,1
19578,ITA,67,1,1
19579,IPC,307,1,1
19579,BNS,109,2,2
19580,MVA,279,1,1
19581,IPC,363,1,1
19582,MVA,279,1,1
19583,IPC,406,1,1
19584,IPC,457,1,1
19585,IPC,323,1,1
19585,IPC,325,2,2
19586,IPC,379,1,1
19587,IPC,465,1,1
19588,IPC,457,1,1
19588,IPC,380,2,2
19589,IPC,379,1,1
19590,IPC,420,1,1
19590,ITA,66D,2,2
19591,IPC,457,1,1
19591,IPC,380,2,2
19592,IPC,379,1,1
19593,IPC,307,1,1
19593,BNS,109,2,2
19594,IPC,379,1,1
19594,BNS,303,2,2
19595,NDPS,22,1,1
19596,IPC,420,1,1
19597,IPC,379,1,1
19597,BNS,303,2,2
19598,IPC,323,1,1
19599,IPC,323,1,1
19600,IPC,379,1,1
19601,IPC,420,1,1
19602,IPC,498A,1,1
19603,IPC,457,1,1
19603,IPC,380,2,2
19604,IPC,323,1,1
19604,IPC,325,2,2
19604,BNS,115,3,3
19605,IPC,379,1,1
19606,NDPS,22,1,1
19607,IPC,379,1,1
19607,BNS,303,2,2
19608,IPC,363,1,1
19609,IPC,323,1,1
19610,IPC,420,1,1
19610,ITA,66D,2,2
19611,IPC,420,1,1
19611,ITA,66D,2,2
19612,IPC,392,1,1
19612,BNS,309,2,2
19613,IPC,379,1,1
19613,BNS,303,2,2
19614,IPC,363,1,1
19615,IPC,379,1,1
19615,BNS,303,2,2
